gene_name_1	gene_name_2	snp_gene_1	snp_gene_2	weight
RRP12	TRMT6	rs10786560	rs189583	4.219026666480119
DDX27	GID8	rs6066825	rs1741640	1.411852864897841
TOMM34	AAR2	rs6031311	rs6058093	2.3071825396142827
ERBB3	DIP2B	rs4759277	rs12372718	2.243388407994576
B4GALNT1	FERMT2	rs4759277	rs35107139	0.35998910922585026
KLF5	ERBB3	rs1924816	rs4759277	1.6585844231240112
TMED4	TMEM59	rs12672022	rs12144319	0.9469471875020445
PTPN6	CDH1	rs2250430	rs9924886	2.4747906407645095
NXF1	RGS19	rs174533	rs1741640	0.7199782184517005
MRPL51	COX14	rs2250430	rs12372718	2.6443620050421695
SPATA2	PCIF1	rs6066825	rs6031311	1.4552391310977209
ERMN	ARHGAP9	rs448513	rs4759277	0.7524142334456168
SLC39A5	VIL1	rs4759277	rs3731861	2.0167186433607296
SDS	CYP2A7	rs1427760	rs1963413	2.5739554325338494
LRP3	HLX	rs28840750	rs17011141	0.8931628863031247
HNF4A	SLC2A2	rs6031311	rs9876206	1.1962507692504643
TBRG4	POLR3A	rs12672022	rs1250567	2.3349489437563786
CCM2	TRPC4AP	rs12672022	rs6058093	0.629980941145238
ATN1	PLBD2	rs2250430	rs1427760	0.47998547896780036
YWHAB	UQCC1	rs6031311	rs6058093	3.4662894096147596
NPL	BIN2	rs6678517	rs12372718	0.7199782184517005
ARID4A	PIBF1	rs8020436	rs1924816	2.529621773300064
JPH3	EEF1A2	rs62042090	rs1741640	1.474684023915458
REEP5	TMBIM6	rs755229494	rs12372718	1.3241459000350622
DRGX	DCC	rs10821907	rs11874392	0.9016178836921898
B4GALT5	DNAJC5	rs6066825	rs1741640	1.0859682185783364
SPATA2	MED26	rs6066825	rs34797592	1.362573834316148
OTOP3	NPC1L1	rs983318	rs12672022	1.6453691873473224
SF3A3	DDX27	rs4360494	rs6066825	4.588257254774882
ARFGAP1	BRD9	rs1741640	rs78368589	0.3907010829332822
FBXW8	ZBTB39	rs55990915	rs4759277	0.6311325185845328
ARPC3	TIMM9	rs597808	rs8020436	1.7713667514640576
NCF2	MYO1G	rs6678517	rs12672022	2.2379516372866277
PRPF6	RPL22L1	rs1741640	rs9876206	2.834650671009376
CYP4F3	SLPI	rs34797592	rs6031311	0.40498774787908154
TF	ITIH2	rs10049390	rs12217641	1.6770944117799311
HNF4A	USP37	rs6031311	rs3731861	1.8030301472217642
TRIP13	ZNF367	rs78368589	rs34405347	0.6762134127691423
NEU3	SLC25A19	rs7946853	rs983318	0.953183046282186
PLBD2	SOGA1	rs1427760	rs6058093	0.47998547896780036
TIPIN	RAD51AP1	rs12594720	rs3217874	2.978734121304072
MAP2K5	DHX9	rs745213	rs6678517	3.123457273413261
KLF4	LTBR	rs10980628	rs2250430	2.265502562441897
DGKA	DEF6	rs4759277	rs16878812	1.906134960327933
GMFB	FGF23	rs7160450	rs3217874	1.654622395682501
ELMO2	UQCC1	rs6031311	rs6058093	1.922158328047232
GMFB	EXOC5	rs7160450	rs17094983	0.5399836638387754
MYO1A	GPD1	rs4759277	rs12372718	0.41998729409682534
CHERP	TPI1	rs34797592	rs2250430	0.9046706272346234
C7	KCNA5	rs12514517	rs3217874	0.7275260292735533
TAF11	TMBIM6	rs16878812	rs12372718	1.4465542003276468
CMTR1	ZNFX1	rs9470361	rs6066825	0.5999818487097505
MAF	IGFBP5	rs9930005	rs3731861	1.6131155909630768
BRD4	HNRNPUL1	rs34797592	rs1963413	0.3999878991398336
RPS5	FBXO31	rs73068325	rs62042090	2.3223917651591974
FOXC2	MMP27	rs62042090	rs2186607	0.2249931932661564
DLGAP4	DHX9	rs6058093	rs6678517	1.9796387241041968
COX4I1	MRPL36	rs12447408	rs2735940	1.322861671632783
HNF4A	SLC6A19	rs6031311	rs78368589	0.23142157021661802
CYP2B6	SLC39A5	rs1963413	rs4759277	1.0746718541473848
PRPF8	DHX9	rs73975586	rs6678517	3.1315114616543207
TRPC6	ADRA2A	rs2186607	rs11196170	2.593668949293012
ACOT8	ERGIC3	rs6031311	rs6058093	2.140860171812828
INPP5K	UBXN1	rs73975586	rs174533	2.9227771465837415
ADPRM	TIMM22	rs1078643	rs4968127	0.7199782184517005
MMP1	MMP9	rs2186607	rs6031311	2.805325031483945
ELMO2	AKAP8	rs6031311	rs34797592	1.689749488903494
ERGIC3	RPL22L1	rs6058093	rs9876206	0.7199782184517005
MIA3	EMC8	rs17011141	rs12447408	3.289791403187867
TAF3	ROMO1	rs12217641	rs6058093	1.525939843400673
KCNA5	BMP5	rs3217874	rs13204733	2.0315122492963393
MYO1C	ESYT1	rs73975586	rs4759277	0.5849823024920067
PPP1CC	MED13L	rs597808	rs55990915	2.026695045209669
MYO9B	SLC12A4	rs34797592	rs9924886	1.118966112245869
HSPE1	PPIA	rs11884596	rs12672022	1.9228265320825977
GREM1	SCUBE3	rs17816465	rs16878812	2.796472688298778
DHX9	SMC3	rs6678517	rs12246635	2.0141456489631255
LIPT2	TAF6L	rs7121958	rs174533	1.55423912585811
CHGB	SPTBN4	rs189583	rs1963413	0.5519833008129704
SMARCC2	PRPF40B	rs4759277	rs12372718	0.5399836638387754
MCC	ACRBP	rs755229494	rs2250430	0.2519923764580952
HAO1	TF	rs11087784	rs10049390	1.4115781775356016
MYH3	ARHGAP9	rs1078643	rs4759277	0.25499228570164395
RPL38	TIMM8B	rs983318	rs3087967	2.2201480791074815
FAAP24	RFC3	rs28840750	rs377429877	4.36193408903444
ROMO1	ACOT8	rs6058093	rs6031311	1.5702720181934853
ATN1	SMARCD1	rs2250430	rs12372718	2.2676165661830385
B4GALNT1	GALNT6	rs4759277	rs12372718	3.284080619796767
SLC11A1	ARHGAP9	rs3731861	rs4759277	2.570804282486637
CS	GGA3	rs4759277	rs983318	1.1278385257155992
RILP	GYPA	rs73975586	rs11727676	2.102493754822014
TGFB1	SH2B3	rs1963413	rs597808	3.08034020228614
RAB20	STARD13	rs8000189	rs377429877	1.9157561076484233
SCGB2A1	TMED6	rs174533	rs9924886	0.7199782184517005
PROCR	CD40	rs6058093	rs6031311	2.4793577147042667
NAT9	YKT6	rs983318	rs12672022	0.7199782184517005
HNF4A	FAM83B	rs6031311	rs13204733	1.400586282459342
AKT2	WIZ	rs1963413	rs34797592	2.4572847308302253
CHGB	OGDHL	rs189583	rs10821907	1.6850559486269758
DDX27	GMEB2	rs6066825	rs1741640	2.602789087787005
CTSA	OS9	rs6031311	rs4759277	2.725116836238927
SMAD5	DCP2	rs4976270	rs755229494	2.444692047588264
IKZF4	BRPF3	rs4759277	rs9470361	2.603081609491504
ERP29	PIGT	rs597808	rs6031311	0.4949850251855441
UQCC1	ZNFX1	rs6058093	rs6066825	3.3747218771009937
SLCO2A1	NFATC2	rs10049390	rs6067417	1.1373601344597914
MIA3	OS9	rs17011141	rs4759277	3.366606341408052
RAB5B	SLC11A2	rs4759277	rs12372718	1.886348281340652
SLCO2B1	CD4	rs61389091	rs2250430	1.4264831943255307
CHRNA4	CDKN2B	rs1741640	rs1537372	1.738222869078552
FGD2	CXCR2	rs9470361	rs3731861	1.8237745970664943
POLD2	PIGT	rs12672022	rs6031311	3.1596127786225594
PCIF1	AAR2	rs6031311	rs6058093	2.986224470219938
HRK	DDIT3	rs55990915	rs4759277	2.170151024715376
PTPN6	HVCN1	rs2250430	rs597808	2.0411286834125804
SMPD3	SLIT1	rs9924886	rs10786560	1.5198452695066702
MYO9B	GGA3	rs34797592	rs983318	0.8055476142011002
C6	DGAT2	rs12514517	rs61389091	0.51672728257575
FGD2	IRF8	rs9470361	rs12447408	1.3808021742226928
MCC	DST	rs755229494	rs62404966	1.5570028114385854
ZNF749	ZNF780A	rs73068325	rs1963413	3.0078253573193896
TOPBP1	DDX46	rs10049390	rs4976270	2.29453101952936
AAR2	SNIP1	rs6058093	rs4360494	5.599638975861325
PRIM1	HAUS8	rs4759277	rs34797592	3.1815854447058567
TMBIM6	PIGT	rs12372718	rs6031311	0.39598802014843526
B4GALT5	CD4	rs6066825	rs2250430	1.4069423715472005
SCNN1A	SLPI	rs2250430	rs6031311	1.0481300304995935
RPL14	RPL38	rs35470271	rs983318	3.2904209491300174
RPL37A	PPIA	rs3731861	rs12672022	2.595542045020499
BSCL2	GID8	rs174533	rs1741640	1.1541308157001975
NEMP1	RACGAP1	rs4759277	rs12372718	1.7766251202853003
ACVR1	SLC12A4	rs448513	rs9924886	0.7975043058439883
YWHAB	DNAJC5	rs6031311	rs1741640	2.1951161632706895
CPNE5	CAMK2B	rs9470361	rs12672022	3.0509039966623153
ARHGAP11A	RACGAP1	rs17816465	rs12372718	0.656136690358603
TIPIN	BRCA2	rs12594720	rs377429877	3.327361751221569
FBXW8	ANAPC7	rs55990915	rs597808	3.301232359200272
GOLGA7B	OTUD7A	rs11190164	rs12708491	2.200650431638899
DACT1	GREM1	rs8020436	rs17816465	3.2054757093334367
PSMA3	VPS29	rs8020436	rs597808	2.4030216671516715
CHGB	KIF5A	rs189583	rs4759277	0.687251935794805
BAK1	CMTR1	rs9271695	rs9470361	1.2208155233775262
KCNE3	CD4	rs7121958	rs2250430	2.0134058754015367
CPSF7	ZNF384	rs174533	rs2250430	2.002848447126394
CTNNB1	SLC25A19	rs35470271	rs983318	0.4792002191306963
MAF	DAB2	rs9930005	rs7708610	1.5027259808180524
SLC12A5	HIPK4	rs6031311	rs1963413	0.5563468051672231
KCNB1	MMP1	rs6066825	rs2186607	1.5432291397691567
GGA3	ZMIZ2	rs983318	rs12672022	1.399547598836546
SLC6A19	GYPA	rs78368589	rs11727676	2.112240249711041
CSRNP2	CRK	rs12372718	rs73975586	2.7075498227082155
ZFP64	MRGBP	rs6091189	rs1741640	2.5751049004933244
PLD3	PLBD2	rs1963413	rs1427760	0.5399836638387754
ATN1	C12orf4	rs2250430	rs3217874	0.7212943069537517
BAK1	ETV7	rs9271695	rs9470361	1.4386814134802481
NCAPD2	RFC3	rs2250430	rs377429877	2.3320034705482824
NPC1L1	ITIH2	rs12672022	rs12217641	1.7474583842200546
BOLL	FGF6	rs11884596	rs3217874	2.27297239914297
ZWILCH	GNPNAT1	rs12594720	rs35107139	0.5399836638387754
EPHA10	SPTBN4	rs4360494	rs1963413	2.4406506449064964
AAMP	B3GAT3	rs3731861	rs174533	0.8642458563029694
RPL38	EIF3H	rs983318	rs117079142	2.9107290905192524
XPNPEP1	NUP85	rs12246635	rs983318	1.4546731079566653
AAR2	DNAJC5	rs6058093	rs1741640	0.7199782184517005
UCKL1	ELMO2	rs1741640	rs6031311	0.7199782184517005
NIP7	TRMT6	rs9924886	rs189583	0.7199782184517005
HIPK4	CDH22	rs1963413	rs6031311	0.5999818487097505
AMOTL2	LAG3	rs10049390	rs2250430	1.0752799378765356
DHCR24	CYB5B	rs12144319	rs9924886	1.5016461727925872
HNF4A	VIL1	rs6031311	rs3731861	1.8604731771150753
GAS7	ZNF135	rs1078643	rs73068325	1.7799161975038762
CHRM1	KCNS1	rs174533	rs6031311	0.628121172891091
SPCS2	SERINC3	rs7946853	rs6031311	0.9343679417814328
KCNB1	PCSK9	rs6066825	rs12144319	2.335454068547558
YAP1	NXN	rs2186607	rs4968127	2.5495834533492134
MCC	ARHGAP42	rs755229494	rs55864876	0.6644717374332865
CD27	BFSP2	rs2250430	rs10049390	0.4949850251855441
RPS5	RPL10A	rs73068325	rs16878812	3.0522089498006393
TNFRSF1A	DAGLA	rs2250430	rs174533	2.1873650740112307
CDKN2B	OS9	rs1537372	rs4759277	1.7650086915368526
CEP89	ITPKC	rs28840750	rs1963413	0.7199782184517005
FGD2	SAMHD1	rs9470361	rs6058093	1.8869760326928544
BOC	RSPO1	rs13086367	rs4360494	2.0295096719957852
SUMO2	NACA	rs983318	rs4759277	0.5399836638387754
TNP1	WFDC9	rs3731861	rs6031311	1.754295066655284
DAAM1	ACTR10	rs8020436	rs17094983	1.3352779514997957
HSPA1A	ATAT1	rs2516420	rs116353863	1.0123457402498157
KLF5	SCNN1A	rs1924816	rs2250430	0.4614387065508933
IFT81	SMC3	rs597808	rs12246635	3.0560019040876374
DUSP10	IL23A	rs17011141	rs4759277	3.321740314573964
COX4I1	MAP1LC3B	rs12447408	rs62042090	1.322861671632783
CPSF7	SMARCD1	rs174533	rs12372718	2.7936476430256203
MMP24	MYRF	rs6058093	rs174533	0.7387257502669609
MYL6B	PTMS	rs4759277	rs2250430	0.47998547896780036
MCRS1	TIMELESS	rs12372718	rs4759277	2.125907067019441
MCRS1	TRIM28	rs12372718	rs73068325	4.080108534698609
MMS19	SHOC2	rs10786560	rs12246635	2.28643733823671
FER1L4	TPI1	rs6058093	rs2250430	0.47998547896780036
TRPC6	CD4	rs2186607	rs2250430	2.4595771565084945
SLC9A8	YWHAB	rs6066825	rs6031311	1.8724233528050567
DSN1	DPM1	rs6058093	rs6067417	0.7199782184517005
MCRS1	TPI1	rs12372718	rs2250430	1.1941492349384175
LAMC1	HABP4	rs6678517	rs34405347	1.462194972789719
RBM39	DDX27	rs6058093	rs6066825	2.602789087787005
ZWILCH	NCAPD2	rs12594720	rs2250430	0.5399836638387754
ACOT8	GID8	rs6031311	rs1741640	1.7214417989081081
APOF	SLC27A5	rs4759277	rs73068325	2.8095036486124814
NUP85	MMS19	rs983318	rs10786560	1.9103345971542434
ZFP64	THAP11	rs6091189	rs9924886	3.8253798058014867
BAK1	TIGAR	rs9271695	rs3217874	2.567751391535788
GPATCH1	PRPF6	rs28840750	rs1741640	4.615200179342423
RBM39	ELMO2	rs6058093	rs6031311	0.8828616773422178
PAN2	ZNF76	rs4759277	rs16878812	3.1849514427625856
INCENP	RACGAP1	rs174533	rs12372718	2.5882810900438766
RPL10A	RPS24	rs16878812	rs1250567	3.287075172722009
PTGER4	MAP6	rs12514517	rs61389091	1.904959391545081
SLC7A6	TIGAR	rs9924886	rs3217874	0.3659889277129478
HELZ2	STAT2	rs1741640	rs4759277	2.1251200560231496
ALDH2	MTAP	rs597808	rs1537372	1.5898253734491865
MRPL51	RPL37A	rs2250430	rs3731861	3.7963433789616063
NAT9	RPS19	rs983318	rs1963413	1.925622357249186
CDK2	RAD51AP1	rs4759277	rs3217874	2.6293384224885314
EXOC3	SLC6A3	rs78368589	rs2735940	2.0077568912706507
ARHGAP20	BMP5	rs3087967	rs13204733	1.914163937612033
TGIF2	NCOA5	rs6058093	rs6031311	3.3389910390552355
STAU1	PCIF1	rs6066825	rs6031311	1.3794392112528318
GRIN2C	SKOR1	rs983318	rs745213	1.3821737912632597
PTPN1	GID8	rs6066825	rs1741640	2.679062694050943
YAP1	NCF2	rs2186607	rs6678517	1.895545370726297
ATP2A2	COQ10A	rs597808	rs4759277	0.5082199189070827
ATN1	SMARCC2	rs2250430	rs4759277	2.2296490038948975
HRK	POU2AF1	rs55990915	rs3087967	1.487310868682934
TPM4	TBRG4	rs34797592	rs12672022	0.4139874756097278
SMC3	PIBF1	rs12246635	rs1924816	3.516393728772438
CD300LB	CD200R1	rs983318	rs13086367	2.0003612223151563
CS	PRPF8	rs4759277	rs73975586	1.6850559486269758
YAP1	SDC4	rs2186607	rs6031311	2.2713394747764184
BORA	UBE2C	rs78341008	rs6031311	3.476206460922035
SLC39A7	OS9	rs9271695	rs4759277	1.4341745297918775
ZNF264	TFCP2	rs73068325	rs12372718	2.673622539839457
VAMP1	NFATC3	rs2250430	rs9924886	0.4499863865323128
TPPP	GALNT8	rs78368589	rs3217874	0.5699827562742629
PI4K2A	PITPNA	rs10786560	rs73975586	0.9018878126545036
LAMP5	RUFY4	rs556532366	rs3731861	0.5999818487097505
IFFO1	SH2B3	rs2250430	rs597808	1.0755029447206423
ACOT8	COX14	rs6031311	rs12372718	2.0045695646310153
ORMDL2	INCENP	rs4759277	rs174533	1.3764470408252625
SLC16A5	TNFRSF1A	rs983318	rs2250430	1.1089261310982965
ZNF76	KCTD20	rs16878812	rs9470361	2.7766555563432265
MOCS3	AAR2	rs6067417	rs6058093	2.7976024060227647
FERMT2	RGMB	rs35107139	rs145364999	2.895346067373752
SDHA	NDUFS6	rs78368589	rs2735940	4.060490830910759
MAP1LC3B	TERF2	rs62042090	rs9924886	1.743854152393148
CSRNP2	DDIT3	rs12372718	rs4759277	3.3574003207824465
SNRPC	EXOSC1	rs16878812	rs10786560	4.114299682019172
NOP2	C12orf4	rs2250430	rs3217874	1.543488659862484
MAP2K5	SF3B1	rs745213	rs11884596	1.600691994683248
ZCRB1	NACA	rs11610543	rs4759277	0.7199782184517005
SNAI1	GRAMD1C	rs6066825	rs72942485	1.3539440065606279
C6orf89	MAPK14	rs9470361	rs16878812	2.5354119785075113
SMARCC2	CTSA	rs4759277	rs6031311	1.4803991071209475
TKFC	FDXR	rs174533	rs983318	1.3697599344674163
SMARCC2	ATF1	rs4759277	rs12372718	3.306135398480488
RANBP10	BAZ2A	rs9924886	rs4759277	1.9243881983391926
SHOC2	RRP12	rs12246635	rs10786560	0.629980941145238
DDX27	PCIF1	rs6066825	rs6031311	2.0822312702296037
SMARCC2	AAR2	rs4759277	rs6058093	2.600609251516977
COL4A1	SERPINH1	rs8000189	rs61389091	1.8702790481229803
TAF6L	USP5	rs174533	rs2250430	2.686046016387783
CEACAM5	ERO1A	rs1963413	rs35107139	1.1843399286429155
NDUFA9	GAPDH	rs3217874	rs2250430	1.857003530474531
HAO1	CYP4F2	rs11087784	rs34797592	1.9381673604167684
NUMBL	ZNF584	rs1963413	rs73068325	0.7212943069537517
ZMIZ2	BIRC3	rs12672022	rs2186607	2.61656429229818
VPS4A	GINS2	rs9924886	rs12447408	1.5292304019431475
COX4I1	TPI1	rs12447408	rs2250430	2.7880998248087754
TNXB	SPTBN4	rs2516420	rs1963413	1.0175075359134116
ATN1	ZBTB45	rs2250430	rs73068325	2.673622539839457
PCBD2	REEP5	rs4976270	rs755229494	0.7212943069537517
PCIF1	SHKBP1	rs6031311	rs1963413	1.6235083737465303
B3GAT3	PLA2G15	rs174533	rs9924886	1.695668562789423
ZNF367	RAD51AP1	rs34405347	rs3217874	1.9589270239321186
BAK1	MTF1	rs9271695	rs4360494	1.9438227023067336
CHD1	APC	rs145364999	rs755229494	1.4670625625461398
RPL10A	RPS19	rs16878812	rs1963413	3.1105552838612938
COPS7A	TIGAR	rs2250430	rs3217874	1.9575524199403727
TGIF2	IL23A	rs6058093	rs4759277	2.2393139489343903
RILP	LTBR	rs73975586	rs2250430	2.0954296420259735
SKOR1	AGAP2	rs745213	rs4759277	2.171792519520091
PA2G4	TPI1	rs4759277	rs2250430	0.20999364704841267
F2RL3	VWF	rs34797592	rs10849433	3.4155117879457313
MAPK13	GRAMD1C	rs16878812	rs72942485	2.792583196259733
COL4A2	NOTCH3	rs8000189	rs34797592	2.5828195195555246
SLC35C2	PRMT7	rs6031311	rs9924886	0.6685512028480076
CSRNP2	DLGAP4	rs12372718	rs6058093	2.317385183793131
DUS2	POLR3A	rs9924886	rs1250567	0.41521602143213154
ESRP2	PTPN6	rs9924886	rs2250430	2.497777118905047
NACAD	CLDN11	rs12672022	rs9876206	0.7199782184517005
HLA-DRB1	HSPA1A	rs9271695	rs2516420	3.1621856443938414
SLC22A8	SERPINF2	rs174533	rs73975586	1.3516501304381574
BOC	NOTCH3	rs13086367	rs34797592	1.5153142277034675
TRIP13	INCENP	rs78368589	rs174533	3.3655163139318747
SUOX	C1RL	rs4759277	rs2250430	1.2877791727919694
SPCS2	PTGES3	rs7946853	rs4759277	1.2451943746868217
PHC3	PURB	rs9876206	rs12672022	2.5461876350949066
LIMA1	ZCRB1	rs12372718	rs11610543	0.5999818487097505
CD300A	SLC11A1	rs983318	rs3731861	3.0528744654924562
FEM1B	CEBPG	rs745213	rs28840750	2.0059612057416123
CD300A	RAMP3	rs983318	rs12672022	2.824865130913829
SLC17A9	CD40	rs1741640	rs6031311	0.2593469926680857
BSCL2	TMEM59	rs174533	rs12144319	1.9684286969010976
PGAM2	CNTD2	rs12672022	rs1963413	0.35998910922585026
BEND6	LRP1	rs62404966	rs4759277	1.9300638823635714
ZWILCH	TOPBP1	rs12594720	rs10049390	0.45998608401080865
NDC1	POLD3	rs12144319	rs7121958	1.5827753473212913
NT5C	NDUFS6	rs983318	rs2735940	1.0606119791317254
SLC17A9	FRY	rs1741640	rs377429877	0.29999092435487523
RPS3	EIF3H	rs61389091	rs117079142	3.2392194588488685
RAD23B	ZNF510	rs10980628	rs34405347	1.327016662335763
PRPF40B	TSEN15	rs12372718	rs6678517	5.709886698151842
FAIM2	KCNA1	rs12372718	rs3217874	1.1459827403561413
CYTIP	MYO1G	rs448513	rs12672022	0.6491648762583766
GANAB	OS9	rs174533	rs4759277	2.376604433497142
ZNF335	UQCC1	rs6031311	rs6058093	3.051688366534795
SLC7A9	CYP4F2	rs28840750	rs34797592	0.4139874756097278
RNF114	ELMO2	rs6066825	rs6031311	0.7199782184517005
ARFRP1	CEP250	rs1741640	rs6058093	2.3765161063042273
FERMT1	TBX3	rs189583	rs7300312	1.2011666477978158
STK4	TCFL5	rs6031311	rs1741640	1.731226835933617
SLC12A5	KCNB1	rs6031311	rs6066825	2.7280182238307455
ZNF530	TCEA2	rs73068325	rs1741640	3.0078253573193896
RPS5	WDR74	rs73068325	rs174533	2.806288417769459
IRS2	DUSP10	rs8000189	rs17011141	2.8600379808943104
CDH3	IRX4	rs9924886	rs2735940	1.810877904188839
PHC3	ZNF417	rs9876206	rs73068325	3.2783107224270465
SLPI	CXCR2	rs6031311	rs3731861	2.978699694722971
TIPIN	CLN6	rs12594720	rs745213	1.7559333207155912
MAPK13	PTPN6	rs16878812	rs2250430	3.1690258290621682
MRGBP	ERGIC3	rs1741640	rs6058093	0.5399836638387754
SH2B3	FMNL3	rs597808	rs12372718	1.0553632347054855
SLC39A5	MOGAT2	rs4759277	rs61389091	0.569982756274263
TIMELESS	RACGAP1	rs4759277	rs12372718	1.6199165856974802
TNIK	ADD3	rs9876206	rs12246635	1.96671247339988
IFNE	KCTD20	rs1537372	rs9470361	2.659228631303536
SYT7	KCTD20	rs174533	rs9470361	0.7143971953643786
SMAD6	ZDHHC23	rs56324967	rs72942485	0.4499863865323128
CHMP2A	NDUFS6	rs73068325	rs2735940	2.1315137600582132
AMOTL2	MAGI1	rs10049390	rs6781752	1.7881331263936615
RGS19	GRB2	rs1741640	rs983318	3.0799595287964023
IL18	CD300LF	rs3087967	rs983318	2.8124395438207346
SLC8B1	MTAP	rs1427760	rs1537372	0.6238123552744355
PCSK9	TMEM216	rs12144319	rs174533	0.7410346098289267
RAD51AP1	UBE2C	rs3217874	rs6031311	1.8753179712468178
SEC62	TMBIM6	rs9876206	rs12372718	0.39598802014843526
CXCR1	SLC26A8	rs3731861	rs16878812	1.7976683060692464
BCDIN3D	RNF41	rs12372718	rs4759277	1.2830829714976077
RPL10A	RPL37A	rs16878812	rs3731861	2.9154520428351054
CCM2	GPR137C	rs12672022	rs35107139	0.8114560953229708
ARFGAP1	DPM1	rs1741640	rs6067417	0.6399806386237338
TBX5	MYL7	rs1427760	rs12672022	1.1100738729767408
PDS5B	SHOC2	rs377429877	rs12246635	1.6257436938987244
C12orf4	USP5	rs3217874	rs2250430	1.1774058316599507
RASAL3	HVCN1	rs34797592	rs597808	1.56197371155383
DPM1	ELMO2	rs6067417	rs6031311	0.7199782184517005
ING4	NDUFA9	rs2250430	rs3217874	1.3780832475504377
STAT2	ELMO2	rs4759277	rs6031311	2.3895500543196464
STMN3	CHGB	rs1741640	rs189583	0.4949850251855441
TRIM28	PRMT7	rs73068325	rs9924886	2.5582505903302826
DDX39B	TUBB	rs2516420	rs116353863	2.2550226267047133
CHRM1	ERBB3	rs174533	rs4759277	1.871168725396602
COQ10A	COX14	rs4759277	rs12372718	0.7199782184517005
ROMO1	C12orf57	rs6058093	rs2250430	1.040988332910646
ARPC2	YWHAB	rs3731861	rs6031311	2.7871663989468
STAC3	UCP3	rs4759277	rs7121958	0.5289803921566715
LAMC1	ARHGAP42	rs6678517	rs55864876	0.42188681741795964
SHISA6	CDH22	rs1078643	rs6031311	0.7029505499353113
EXOSC5	PDCD5	rs1963413	rs28840750	2.088108057199062
SLC35C2	DDX27	rs6031311	rs6066825	0.7199782184517005
MMP7	RGMB	rs2186607	rs145364999	0.8885802834962303
OTUD7A	SPTBN4	rs12708491	rs1963413	0.8131160589285424
PPIL1	SRPRB	rs9470361	rs10049390	0.7199782184517005
TNXB	MMP27	rs2516420	rs2186607	3.0752023061182197
AKAP8	SNIP1	rs34797592	rs4360494	1.4328317946944082
ARPC2	SNAI1	rs3731861	rs6066825	2.33955618921927
UVRAG	GRB2	rs61389091	rs983318	2.9931630919816943
PRPF6	TUT1	rs1741640	rs174533	4.410633172968674
TBX3	ZSCAN18	rs7300312	rs73068325	2.281721651323668
COX4I1	NACA	rs12447408	rs4759277	0.7199782184517005
LBHD1	DHCR24	rs174533	rs12144319	1.384003034146588
RTN4RL1	MED13L	rs73975586	rs55990915	0.9016178836921898
HAUS8	UBE2C	rs34797592	rs6031311	3.613841042062814
C12orf57	POU6F1	rs2250430	rs12372718	1.9518266755548073
C11orf88	DNAJB13	rs3087967	rs7121958	3.9920276582186656
ATN1	HNRNPUL1	rs2250430	rs1963413	0.47998547896780036
TLCD2	LBHD1	rs73975586	rs174533	0.5906415443851434
GMEB2	NCOA5	rs1741640	rs6031311	3.0078253573193896
TRPC6	ENTPD3	rs2186607	rs35470271	0.4949850251855441
RPL14	ERGIC3	rs35470271	rs6058093	2.1826195748313157
C1R	TAP1	rs2250430	rs9271695	1.6472408757285426
SLC17A9	SLC16A5	rs1741640	rs983318	3.818239582946515
NXF1	C2CD3	rs174533	rs7121958	2.6245722968916554
CEP72	RPL37	rs78368589	rs12514517	1.3698482480280858
