gene_name_1	gene_name_2	snp_gene_1	snp_gene_2	weight
ASIC2	GRID2	rs4795646	rs6853490	2.0464143422199887
TNFRSF10A	BCAS3	rs6557704	rs12938538	2.4275043765252597
IRF3	SH3BP1	rs2659051	rs138708	1.564565765609942
YAP1	LSP1	rs11568818	rs11043143	1.8965960801058817
SLC27A1	RNF130	rs10412482	rs2672843	0.7692526911001591
TAF6L	TARBP2	rs2277283	rs187809440	2.3371433724646735
NDUFS1	MTOR	rs12621900	rs2847344	1.544663925945427
MTMR11	ASGR2	rs1811698	rs78378222	1.443786516083157
MYBPC3	NKX2-5	rs68010938	rs9686557	2.892679868785649
BTRC	TIAL1	rs12262998	rs10788167	2.8880703757996145
ZFP91	CELF1	rs1048374	rs68010938	2.6443731367045222
RAB11A	PPP6C	rs74634457	rs2241167	3.660074587021823
ADRA2A	RTN1	rs10885396	rs8005621	2.3030685446064623
MYO1C	ILK	rs684232	rs61890184	2.447375493075637
EFNA3	ERO1A	rs56103503	rs4901313	1.9558353802346935
SFXN4	AHCY	rs4558107	rs11480453	0.5999818487097505
FEZ1	SIRPA	rs138466039	rs6039055	2.2832193186613594
PCBD2	PPP1R9B	rs10793821	rs138213197	0.7906495287762279
ADGRG3	SH2D1B	rs11863709	rs6660538	2.758413394739068
PKD2L1	ALOX15B	rs12262998	rs28441558	0.9981182196300301
EXOC3	SAMM50	rs2242652	rs9615099	2.2354953203815433
PI4KB	PLEKHM2	rs607518	rs10803412	1.1646819571797737
AAAS	TUBA1C	rs187809440	rs56222401	2.253037142943654
TXNRD2	PTGDR	rs1978060	rs4901313	3.007018908009548
NAA38	PFDN5	rs78378222	rs187809440	1.8250078275825037
UTP20	KMT2D	rs77121786	rs56222401	2.337240977102057
CDK2AP2	HSPA5	rs12785905	rs2241167	1.3306690598665205
FAIM2	RHO	rs56222401	rs35006112	1.0160832576408145
SEC61A1	RPN1	rs2811476	rs35006112	0.6749795797984692
NXF1	RGS19	rs2277283	rs139135938	0.7199782184517005
TBX3	MMP2	rs1270884	rs13380763	2.145663382053615
ARHGAP1	INTS5	rs68010938	rs2277283	0.5399836638387754
GJB1	KCNH8	rs371707439	rs6550597	0.41998729409682534
EPN3	PPP1R1B	rs138213197	rs11263763	0.5999818487097505
CTSB	CHI3L1	rs2572375	rs138638958	2.2658395176487547
TDRKH	IDI1	rs607518	rs12781100	1.1243061752089096
SHOC2	PRDX3	rs10885396	rs4558107	2.004092141476407
KIF23	INCENP	rs12913603	rs2277283	2.771723381115775
BSN	PFKM	rs34680713	rs80130819	0.3771314477604146
DNAH2	NMNAT2	rs78378222	rs34295433	0.5999818487097505
NID2	ACVRL1	rs4901313	rs113925811	0.4353356669707957
GGA1	INTS1	rs138708	rs4513875	1.1886949583007653
TBC1D9B	ERO1A	rs2672843	rs4901313	1.40133701015611
TMEM98	KDELR3	rs4795646	rs138708	1.1747356105177913
FOXF2	SDCBP2	rs2814811	rs6039055	1.1974495735765553
SF3B4	ARFGAP2	rs1811698	rs68010938	0.6479803966065305
ANP32E	CHTOP	rs1811698	rs10127983	0.8647957366619545
LHX2	WNT10B	rs2241167	rs56222401	1.8160350535085654
ST8SIA3	CDH20	rs8089411	rs35283980	0.46284314043323604
DLL4	IFNA2	rs11561564	rs17694493	2.9682896625854784
CDC42SE1	ARNT	rs607518	rs1811698	1.8698109415938005
RFX5	INTS3	rs607518	rs10127983	0.6311325185845328
LRRC49	ALOXE3	rs12913603	rs28441558	0.6479803966065305
TAF1	CDK13	rs371707439	rs12701838	3.458980533969411
EPHA2	SHC1	rs10803412	rs56103503	3.599644002789921
TAGAP	PIK3R5	rs963800	rs28441558	3.1925095170642837
MRPL27	NDUFB8	rs138213197	rs12262998	2.404823044966068
SEC63	XBP1	rs2038542	rs555607708	0.5072573811818799
VPS45	DENND4B	rs1811698	rs10127983	0.49220128698761956
ENDOU	KLK13	rs80130819	rs76765083	0.7655681882598212
SPICE1	GTPBP3	rs2271494	rs10412482	0.5999818487097505
CCL21	SCN7A	rs10122495	rs16854905	2.3868505615320585
IRX6	GLYAT	rs13380763	rs1048374	0.5399836638387754
RPS10	EIF3K	rs9469899	rs4802297	3.0927018140217197
GNLY	KRT72	rs2028900	rs187809440	0.3119905613290702
TALDO1	TREML4	rs1881502	rs4714485	0.5862875218667855
IGF2R	BCL2L11	rs4646284	rs11691517	1.9443028863789356
GTPBP2	UBR2	rs9472120	rs4714485	1.3283655843982387
DEF6	PLCB2	rs9469899	rs11561564	1.5123607178812635
NUAK2	AMIGO2	rs708723	rs80130819	1.5912069610520443
NOL6	UBAP2L	rs10122495	rs10127983	1.6158712483337878
ARHGEF15	LCP2	rs28441558	rs76551843	2.331875494977877
ADAM9	PDK2	rs11467	rs138213197	2.4845660179199416
SOX10	GJB1	rs138708	rs371707439	1.2187311714226816
DPYSL2	TUBA1A	rs12677206	rs56222401	1.419258845033388
NEUROD2	OPCML	rs11263763	rs878987	2.2363147996971007
ALOX12B	KRT77	rs28441558	rs187809440	2.474904303747066
LRRC32	CXCL12	rs56159348	rs7075427	1.7594781403799464
POLE	E2F1	rs7295014	rs11480453	3.1956745748372724
GORASP2	KCNK6	rs77167534	rs4802297	1.1341406328303463
CDC42SE1	SENP3	rs607518	rs78378222	0.7199782184517005
GNG2	TNFAIP8L2	rs4901313	rs607518	0.7626738266646735
OIP5	SPDL1	rs11561564	rs76551843	1.9140225557273487
RALB	TPM3	rs10206072	rs10127983	0.3708978701114821
SLC24A2	GRID2	rs10122990	rs6853490	2.1052456152640175
LFNG	ABCC3	rs4513875	rs138213197	0.7553908579341349
ATR	FAM111B	rs7650602	rs1048374	2.211152401893521
PLG	SLC2A2	rs4646284	rs577952184	1.8963335427378623
ALB	SLC22A9	rs13142786	rs2277283	0.8519583723136795
SIRPB1	HDGFL1	rs6039055	rs12665509	0.9016178836921898
MRPL2	USP49	rs9472120	rs4714485	3.163042736922378
ARHGEF2	TSEN15	rs184104770	rs34295433	0.46955101203371774
SIGLEC7	PLVAP	rs76765083	rs10412482	1.4604881047677483
MRPL2	NDUFV1	rs9472120	rs12785905	2.1060724952452716
PAX2	DNAI1	rs12262998	rs10122495	1.517459618093214
QSOX1	GBA	rs507603	rs147847496	1.9895478812491731
MEF2D	PTK2B	rs80237341	rs12677206	2.281474566973894
PLEK2	PRSS3	rs2093202	rs10122495	0.5142701560369289
MRPL43	POLD4	rs12262998	rs12785905	3.1596127786225594
SF3B4	PCBP2	rs1811698	rs187809440	3.320706128499795
EIF2D	ENSA	rs708723	rs1811698	0.4139874756097278
LHX2	DLX1	rs2241167	rs34925593	2.7444963938422333
MADD	ARHGEF2	rs68010938	rs184104770	3.481553510183322
B3GNT3	MALL	rs10412482	rs2165108	0.5399836638387754
NUDT1	PUS1	rs4513875	rs7295014	1.5071969092678765
RALGAPA1	SUPT16H	rs6571758	rs1004030	0.5273585217724495
UQCC2	POLR1C	rs9275160	rs9472120	1.8993287082626464
ACVRL1	RCN3	rs113925811	rs2659051	2.2016109908945793
GNAQ	BLK	rs142727307	rs2572375	2.5262770798869494
AARS2	GABARAP	rs9472120	rs78378222	0.7670728376254586
SCGN	DLX1	rs35159226	rs34925593	0.9217228754401854
UNCX	IGFBP6	rs4513875	rs187809440	1.5398674307926044
MRPS10	POLR1C	rs4714485	rs9472120	2.086720327666197
BUD31	LSM1	rs4727386	rs11467	4.640351986983079
RAB11A	CHP1	rs74634457	rs11561564	2.6719870446924023
UCN2	ABCA13	rs34680713	rs834608	1.1659213395461308
PIDD1	POLE	rs1881502	rs7295014	2.684669524656667
DLK2	ITGA6	rs9472120	rs34925593	2.3121984004495024
TAF11	ZNF318	rs9469899	rs9472120	0.6311325185845328
CLEC10A	PTCRA	rs78378222	rs9472120	1.0819414604306277
FKBP5	NFKBIA	rs9469899	rs6571758	0.9293476784014342
KCNN1	SLC17A7	rs10412482	rs2659051	3.2586690482577865
MLPH	SLC22A18	rs2292884	rs11043143	2.1595470583933607
TRRAP	PEX1	rs4727386	rs6955627	2.1288743072392764
KRT5	S100A9	rs113925811	rs10127983	1.1059657532121718
MED1	RPRD2	rs3110641	rs1811698	3.3170360247316206
SSR2	FLAD1	rs184104770	rs56103503	0.7199782184517005
DENND4A	RPL4	rs74634457	rs8023793	1.2262967500324837
PDAP1	POLR2F	rs4727386	rs138708	1.6347260789566322
MMP1	CSF3	rs11568818	rs11263763	2.333527096637348
GTPBP2	ARHGEF2	rs9472120	rs184104770	0.890355224707131
RPL10A	RPS12	rs9469899	rs150184171	2.9154520428351054
CHKA	SLC25A33	rs12785905	rs2847344	1.0217979315942958
C1QTNF4	SHANK1	rs68010938	rs76765083	2.0260400905798184
XBP1	XPOT	rs555607708	rs7968403	0.5072573811818799
TRIM35	ASH2L	rs12677206	rs11467	2.1312066944048267
INTS1	DPM3	rs4513875	rs147847496	2.347114037398074
EPN3	SYT7	rs138213197	rs2277283	2.9678930440986613
FEZ1	FMNL3	rs138466039	rs56222401	2.3702344336923673
PITPNA	PHF23	rs684232	rs78378222	0.6762134127691423
MED1	DYNLRB1	rs3110641	rs11480453	0.9186180530762356
APEH	ACADVL	rs34680713	rs78378222	1.2397135254258158
TP53INP2	DLGAP4	rs11480453	rs6141551	0.8114560953229708
ZBTB7B	HAX1	rs56103503	rs10127983	3.1366126604964504
NAGA	PELI3	rs6003062	rs12785905	1.040009708749774
GTPBP1	MIEF1	rs138708	rs34584683	1.1898911401231107
DDX54	POC1B	rs1270884	rs4842687	1.6388596061207665
NHP2	BNIP1	rs61739424	rs9686557	1.6629572289084362
KRT1	HEPACAM2	rs187809440	rs6955627	1.4129460404781957
FGF3	GRM4	rs3918298	rs9469899	2.6753686678294653
CCL8	TREM2	rs4795646	rs4714485	2.701165574978659
ARFGAP1	BRD9	rs139135938	rs2242652	0.3907010829332822
TPCN1	ECM1	rs1270884	rs1811698	2.048006411632364
LRRC32	MRGPRF	rs56159348	rs3018690	2.1061759927121457
PNKP	CCS	rs2659051	rs12785905	1.9092440081380049
CDC45	DSN1	rs1978060	rs6141551	2.7930253359828843
ASCL2	IRX2	rs11043143	rs4975758	3.0892987248415036
USP19	TAF6L	rs34680713	rs2277283	1.2858331359768074
BAK1	SCAI	rs9275160	rs2241167	1.8808717585529677
NPHP1	IFT57	rs2165108	rs151038334	2.501406468976387
GPBP1	RPS24	rs9292122	rs12412705	1.6833222016993323
SLC17A1	CPN1	rs35159226	rs12262998	1.1227719444125346
DHH	HYAL2	rs56222401	rs34680713	1.7566582191533286
PPP1R7	IDI1	rs76832527	rs12781100	1.5247439599699588
CLTC	PSMC6	rs12938538	rs4901313	2.8946239090889616
PRPF6	RPL22L1	rs139135938	rs577952184	2.834650671009376
CLEC10A	MARCO	rs78378222	rs111595856	2.5420867256787893
PMVK	HIBADH	rs56103503	rs6956484	1.7085363100377502
RPN2	STT3A	rs6141551	rs138466039	4.450761081233617
EFS	CASP8	rs1004030	rs1861270	2.2499306595947637
MSL3	OGT	rs17321482	rs371707439	4.234099292623844
FAIM2	NEUROD2	rs56222401	rs11263763	3.036448646992458
SHANK2	HDAC7	rs3918298	rs80130819	2.053902509245172
PAX9	S100A14	rs6571758	rs10127983	0.6926576794579852
GALNT16	NKX2-5	rs17565772	rs9686557	0.41267044228329175
OARD1	OSTM1	rs4714485	rs2038542	0.7199782184517005
GRM4	RHBG	rs9469899	rs184104770	1.4911373591980521
MADD	ILK	rs68010938	rs61890184	2.6945697967298297
PPM1A	TIAL1	rs8005621	rs10788167	1.5176687984640307
IMMT	MDH1	rs2028900	rs139283528	0.5039847529161904
RAB25	FOXA1	rs184104770	rs11849126	1.874425710506923
VAMP8	EPS8L2	rs2028900	rs1881502	1.5648342220930955
PRCC	CDC42SE1	rs80237341	rs607518	2.3481438998228326
BCL2L11	VPS53	rs11691517	rs684232	2.1945326438691484
CHST15	AHRR	rs12769682	rs2242652	1.0264387328130327
USP32	LRPPRC	rs12938538	rs28514770	0.7199782184517005
CELF3	BSN	rs607518	rs34680713	0.29999092435487523
USP19	DDX54	rs34680713	rs1270884	1.70388385800772
TBX3	HOXA9	rs1270884	rs6956484	2.943033347017228
MRPL2	TAF11	rs9472120	rs9469899	3.0272285040166143
SNRPE	DHX9	rs138638958	rs34295433	2.7099703390039345
CGN	ZDHHC23	rs607518	rs2271494	0.5399836638387754
ATR	NOL6	rs7650602	rs10122495	3.071547475238107
PDAP1	CASP9	rs4727386	rs10803412	2.5089902451845223
CFAP157	DNAI1	rs12634	rs10122495	6.302630603634215
TMEM201	SOGA1	rs2847344	rs6141551	0.47998547896780036
PLBD2	SOGA1	rs1270884	rs6141551	0.47998547896780036
YAP1	TSPAN32	rs11568818	rs11043143	1.4548330980600634
PITPNB	TRMT5	rs9625483	rs8005621	0.952311864400289
SEMA6C	PYGO2	rs607518	rs56103503	2.1474900308969116
FKTN	VPS54	rs143655302	rs139283528	0.46284314043323604
TLX1	TBX1	rs12262998	rs1978060	2.128264421770248
LRP10	GNS	rs1004030	rs7968403	1.73785044431892
RNF181	RPS12	rs2028900	rs150184171	2.322753741103811
SKIL	MYNN	rs78416326	rs2293607	3.0342696933163333
TSPAN1	BIK	rs544780844	rs5759167	0.5168113513370005
VPS45	COMMD1	rs1811698	rs11125927	2.2083958829219466
FLAD1	UBQLN4	rs56103503	rs184104770	1.2789952413147823
POLDIP3	SUN2	rs6003062	rs138708	2.4996301901956026
PMF1	BABAM1	rs184104770	rs10412482	1.7325069858177895
FBLIM1	CARD10	rs10803412	rs138708	1.6807759034026486
TIPIN	LMBR1L	rs8023793	rs56222401	1.471762749502195
DLG4	OPRL1	rs78378222	rs139135938	2.6911439010484917
WDPCP	EHBP1	rs139283528	rs58235267	2.585315166317188
C1orf43	FAM20B	rs10127983	rs507603	0.7199782184517005
SMURF1	PEX1	rs4727386	rs6955627	2.17345805112006
PPP6R3	ANKRD13D	rs3018690	rs12785905	1.7096639868411945
PIK3R5	LSP1	rs28441558	rs11043143	2.128197193244723
CAPG	MICAL1	rs2028900	rs2038542	3.194189962510234
GDF7	ART4	rs9306894	rs10845938	1.6634953983965848
MMP2	CCL2	rs13380763	rs4795646	2.760402603102147
USE1	IMPDH2	rs10412482	rs34680713	2.7030025282145607
EFNB3	SLC22A17	rs78378222	rs1004030	0.4762315124069833
APH1A	ISG20L2	rs1811698	rs80237341	2.432926798170039
CXCL8	BIRC3	rs13142786	rs11568818	2.8389869255669975
RPL13A	RPL22L1	rs2659051	rs577952184	3.3972479637717834
CLEC10A	SIRPB2	rs78378222	rs6039055	3.175540720544258
MCM2	ESPL1	rs2811476	rs187809440	2.0276150849437453
CBY1	CBX7	rs138708	rs34584683	3.1217571291807267
NOCT	GNG11	rs77821238	rs6955627	1.395830117767995
SNRPE	TSEN15	rs138638958	rs34295433	4.625686864338247
PPIL6	RSPH4A	rs2038542	rs339351	0.5999818487097505
PSMG1	DIS3L	rs61735792	rs8023793	0.7199782184517005
CDH24	IGFBP4	rs1004030	rs11263763	0.4731285435539746
CHEK2	TCF20	rs555607708	rs6003062	2.6918533260955853
PSMA6	PSMB5	rs6571758	rs1004030	4.766856467992067
FKTN	ANKLE1	rs143655302	rs10412482	1.302427563500343
PTOV1	NR1H2	rs2659051	rs76765083	3.3485588958008936
RFX5	IP6K2	rs607518	rs34680713	1.1209016106784655
SPRYD3	MSTO1	rs187809440	rs184104770	2.345611567293475
FOXO4	KDM5C	rs371707439	rs5943724	2.341462122220018
ARL1	STT3A	rs77121786	rs138466039	1.062271009007082
RPL35	NHP2	rs2241167	rs61739424	3.6210351617937633
GATA4	AQP10	rs2572375	rs10127983	0.6299278499332007
PUM2	UHMK1	rs9306894	rs6660538	2.333067135483011
PSMA6	JKAMP	rs6571758	rs8005621	4.425869294452102
HSPA5	CANX	rs2241167	rs2672843	3.2358278130187847
PHF1	KRT84	rs9275160	rs113925811	0.29999092435487523
CENPM	SMC2	rs6003062	rs4451364	5.801401679273192
VGLL2	C14orf39	rs339351	rs8005621	2.4062602858555113
NKX3-1	IRX3	rs6557704	rs7188897	2.2263538819399518
DDX10	TMEM123	rs74911261	rs11568818	2.250747245547902
RPS6	RPL4	rs10122990	rs8023793	2.2808099470875294
BMPR1A	ASGR1	rs1935581	rs78378222	1.0272995492453283
GCAT	MT1G	rs138708	rs11863709	0.6399806386237338
SPEN	CHERP	rs10803412	rs10412482	1.7138970578519466
TADA1	SNRPE	rs4075646	rs138638958	1.4495145670740768
APH1A	CREB3L4	rs1811698	rs10127983	1.7832417638172884
CDH24	SHANK1	rs1004030	rs76765083	2.0070247970214403
CDH24	PIK3R3	rs1004030	rs544780844	0.8495352128617354
SAR1B	TOR1AIP2	rs10793821	rs507603	2.1380755534983953
RBM19	POLR1A	rs1270884	rs2028900	2.3040639226882016
NR1H2	CBX7	rs76765083	rs34584683	3.4717625991872043
PDGFB	ESAM	rs34584683	rs138466039	2.026528420345553
ASB8	MMAA	rs80130819	rs72725734	1.7419472717015707
PLG	ABCG5	rs4646284	rs28514770	2.0373717013081523
SAMM50	SLC25A22	rs9615099	rs1881502	2.2259451141632303
PSMD3	EIF3B	rs11263763	rs4513875	1.7768908420008636
CCL13	CD200R1	rs4795646	rs2271494	1.902585730768044
TRIP13	APOBEC3B	rs2242652	rs138708	2.625913365070648
CDC42EP1	EPB41L1	rs138708	rs6141551	1.5319863645653893
HAUS8	SMC2	rs10412482	rs4451364	3.7518191112964754
DLL4	ACVRL1	rs11561564	rs113925811	4.0074844446310145
FADS1	IDI1	rs2277283	rs12781100	3.1480107848948595
MYO1C	CTC1	rs684232	rs28441558	2.2900918418820364
MICALL2	TAX1BP1	rs4513875	rs10486567	0.5868135859074202
YAP1	EFS	rs11568818	rs1004030	1.9850182902558773
LPCAT2	CCL2	rs13380763	rs4795646	1.6646306963994069
RGS5	ROBO4	rs6660538	rs138466039	1.1624664225144041
TAF11	TMBIM6	rs9469899	rs56222401	1.4465542003276468
CLSTN1	RPL22L1	rs2847344	rs577952184	0.47998547896780036
DLX2	ID2	rs34925593	rs11686272	2.2919665967487317
NDUFV1	BABAM1	rs12785905	rs10412482	0.9922269616462857
MARCO	CD1D	rs111595856	rs80237341	1.6703303399871507
UTP18	SMPD2	rs565189650	rs2038542	1.9231198857579268
GNAQ	FCRL3	rs142727307	rs80237341	2.588356479116834
KLK3	CREB3L4	rs76765083	rs10127983	0.48652211112966304
NHP2	RPLP2	rs61739424	rs1881502	2.658584060687551
LRRC32	DCHS1	rs56159348	rs61890184	1.408532494777452
AMIGO2	KREMEN1	rs80130819	rs555607708	1.3104568081566712
GMEB2	CHMP4B	rs139135938	rs11480453	1.557685718697446
