gene_name_1	gene_name_2	snp_gene_1	snp_gene_2	weight
TAF11	ZNF318	rs9469899	rs4711748	0.6311325185845328
CLEC10A	PTCRA	rs28441558	rs4711748	1.0819414604306277
FKBP5	NFKBIA	rs9469899	rs11629412	0.9293476784014342
KCNN1	SLC17A7	rs11666569	rs2735839	3.2586690482577865
MLPH	SLC22A18	rs2292884	rs7127900	2.1595470583933607
KRT5	S100A9	rs902774	rs34579442	1.1059657532121718
MED1	RPRD2	rs4430796	rs17599629	3.3170360247316206
MMP1	CSF3	rs11568818	rs4430796	2.333527096637348
CHKA	SLC25A33	rs12785905	rs636291	1.0217979315942958
C1QTNF4	SHANK1	rs547171081	rs2735839	2.0260400905798184
XBP1	XPOT	rs9625483	rs7968403	0.5072573811818799
INTS1	DPM3	rs527510716	rs1218582	2.347114037398074
EPN3	SYT7	rs138213197	rs2277283	2.9678930440986613
FEZ1	FMNL3	rs138466039	rs10875943	2.3702344336923673
PITPNA	PHF23	rs684232	rs28441558	0.6762134127691423
MED1	DYNLRB1	rs4430796	rs11480453	0.9186180530762356
ZBTB7B	HAX1	rs1218582	rs34579442	3.1366126604964504
NAGA	PELI3	rs5759167	rs12785905	1.040009708749774
DDX54	POC1B	rs1270884	rs5799921	1.6388596061207665
FGF3	GRM4	rs7931342	rs9469899	2.6753686678294653
ARFGAP1	BRD9	rs2427345	rs2242652	0.3907010829332822
TPCN1	ECM1	rs1270884	rs17599629	2.048006411632364
LRRC32	MRGPRF	rs11290954	rs7931342	2.1061759927121457
PNKP	CCS	rs2735839	rs12785905	1.9092440081380049
ACTN4	ZNF780A	rs8102476	rs11672691	2.524667465696462
NPHP1	IFT57	rs11691517	rs1283104	2.501406468976387
PPP1R7	IDI1	rs3771570	rs141536087	1.5247439599699588
CLTC	PSMC6	rs2680708	rs8008270	2.8946239090889616
PRPF6	RPL22L1	rs2427345	rs10936632	2.834650671009376
PMVK	HIBADH	rs1218582	rs10486567	1.7085363100377502
EFS	CASP8	rs1004030	rs59308963	2.2499306595947637
MSL3	OGT	rs17321482	rs4844289	4.234099292623844
FAIM2	NEUROD2	rs10875943	rs4430796	3.036448646992458
PAX9	S100A14	rs11629412	rs34579442	0.6926576794579852
IMMT	MDH1	rs10187424	rs721048	0.5039847529161904
VAMP8	EPS8L2	rs10187424	rs1881502	1.5648342220930955
BCL2L11	VPS53	rs56366063	rs684232	2.1945326438691484
CHST15	AHRR	rs4962416	rs2242652	1.0264387328130327
USP32	LRPPRC	rs2680708	rs1465618	0.7199782184517005
TBX3	HOXA9	rs1270884	rs10486567	2.943033347017228
MRPL2	TAF11	rs4711748	rs9469899	3.0272285040166143
CGN	ZDHHC23	rs17599629	rs7611694	0.5399836638387754
ATR	NOL6	rs6763931	rs10122495	3.071547475238107
CFAP157	DNAI1	rs1182	rs10122495	6.302630603634215
ARHGEF1	SHKBP1	rs61088131	rs11672691	2.4292837792664495
YAP1	TSPAN32	rs11568818	rs7127900	1.4548330980600634
SEMA6C	PYGO2	rs17599629	rs1218582	2.1474900308969116
LRP10	GNS	rs1004030	rs7968403	1.73785044431892
SKIL	MYNN	rs10936632	rs142436749	3.0342696933163333
VPS45	COMMD1	rs17599629	rs721048	2.2083958829219466
POLDIP3	SUN2	rs5759167	rs58133635	2.4996301901956026
TIPIN	LMBR1L	rs112293876	rs10875943	1.471762749502195
DLG4	OPRL1	rs28441558	rs2427345	2.6911439010484917
PPP6R3	ANKRD13D	rs7931342	rs12785905	1.7096639868411945
PIK3R5	LSP1	rs28441558	rs7127900	2.128197193244723
CAPG	MICAL1	rs10187424	rs2273669	3.194189962510234
GDF7	ART4	rs9306895	rs10845938	1.6634953983965848
EFNB3	SLC22A17	rs28441558	rs1004030	0.4762315124069833
THRA	HNRNPUL1	rs4430796	rs11672691	2.1143887900296887
RPL13A	RPL22L1	rs2735839	rs10936632	3.3972479637717834
MCM2	ESPL1	rs10934853	rs902774	2.0276150849437453
CDH24	IGFBP4	rs1004030	rs4430796	0.4731285435539746
CHEK2	TCF20	rs9625483	rs5759167	2.6918533260955853
PSMA6	PSMB5	rs11629412	rs1004030	4.766856467992067
MDK	CACNB3	rs547171081	rs10875943	2.0585894652793213
PTK7	MDK	rs4711748	rs547171081	2.7274978446080866
SPRYD3	MSTO1	rs902774	rs1218582	2.345611567293475
FOXO4	KDM5C	rs4844289	rs2807031	2.341462122220018
PHF1	KRT84	rs9296068	rs902774	0.29999092435487523
DDX10	TMEM123	rs1800057	rs11568818	2.250747245547902
RPS6	RPL4	rs1048169	rs112293876	2.2808099470875294
BMPR1A	ASGR1	rs1935581	rs28441558	1.0272995492453283
ATP1A3	EXD2	rs61088131	rs8014671	1.1903026453825853
APH1A	CREB3L4	rs17599629	rs34579442	1.7832417638172884
CDH24	SHANK1	rs1004030	rs2735839	2.0070247970214403
ARHGAP1	CIC	rs547171081	rs61088131	0.7183166704642594
RBM19	POLR1A	rs1270884	rs10187424	2.3040639226882016
NR1H2	CBX7	rs2735839	rs58133635	3.4717625991872043
PDGFB	ESAM	rs58133635	rs138466039	2.026528420345553
PLG	ABCG5	rs9364554	rs1465618	2.0373717013081523
PSMD3	EIF3B	rs4430796	rs527510716	1.7768908420008636
CCL13	CD200R1	rs142444269	rs7611694	1.902585730768044
TRIP13	APOBEC3B	rs2242652	rs58133635	2.625913365070648
DLL4	ACVRL1	rs4924487	rs902774	4.0074844446310145
FADS1	IDI1	rs2277283	rs141536087	3.1480107848948595
MYO1C	CTC1	rs684232	rs28441558	2.2900918418820364
MICALL2	TAX1BP1	rs527510716	rs10486567	0.5868135859074202
YAP1	EFS	rs11568818	rs1004030	1.9850182902558773
DCAF5	SUSD6	rs7141529	rs8014671	0.7199782184517005
TAF11	TMBIM6	rs9469899	rs10875943	1.4465542003276468
CLSTN1	RPL22L1	rs636291	rs10936632	0.47998547896780036
DLX2	ID2	rs34925593	rs62106670	2.2919665967487317
NDUFV1	BABAM1	rs12785905	rs11666569	0.9922269616462857
UTP18	SMPD2	rs11650494	rs2273669	1.9231198857579268
KLK3	CREB3L4	rs2735839	rs34579442	0.48652211112966304
NHP2	RPLP2	rs4976790	rs1881502	2.658584060687551
AMIGO2	KREMEN1	rs80130819	rs9625483	1.3104568081566712
GMEB2	CHMP4B	rs2427345	rs11480453	1.557685718697446
LEMD3	SENP3	rs7968403	rs28441558	1.0240247716933883
CLEC11A	HOXA4	rs2735839	rs10486567	1.1712962359213066
PUS1	FLAD1	rs7295014	rs1218582	1.6420795345271482
DAP3	SETDB1	rs1218582	rs17599629	2.172569458005912
RAB3IL1	POLL	rs2277283	rs3850699	0.6685512028480076
ALDH3B2	S100A7	rs12785905	rs34579442	0.16799491763873012
CPSF7	NR1D1	rs2277283	rs4430796	2.2140247783068703
CTSS	CCL2	rs17599629	rs142444269	2.7534625610280816
ERF	PABPN1	rs61088131	rs1004030	1.7549910352295712
AIP	RPS11	rs12785905	rs2735839	3.757115716974285
GNLY	ADGRG5	rs10187424	rs11859370	1.7509245507915983
CD151	ACY3	rs1881502	rs12785905	0.8018192690375282
RARG	HDAC7	rs902774	rs80130819	2.574874312516159
CELF3	KIF1A	rs17599629	rs3771570	0.8367144215237372
RALGAPA1	SMARCAD1	rs11629412	rs17021918	0.42188681741795964
ADAMDEC1	CCL7	rs2928679	rs142444269	1.936877985860611
PSMA6	PSMC4	rs11629412	rs11672691	4.752727175450369
FCGRT	SLC7A7	rs2735839	rs1004030	2.4784685088767993
OGFR	LEMD2	rs2427345	rs9296068	0.6762134127691423
MTOR	AMBRA1	rs636291	rs547171081	2.9627919803134186
PDE6H	GRM6	rs10845938	rs4976790	1.9712039066720113
LY6G6D	KRTAP5-5	rs130067	rs1881502	0.7199782184517005
ADGRG3	KREMEN1	rs11863709	rs9625483	1.7852654335299638
NHP2	TRPC4AP	rs4976790	rs11480453	2.034868963494244
RUVBL1	IFT57	rs10934853	rs1283104	2.344034973606277
GC	ASGR2	rs10009409	rs28441558	2.0532289354303543
REXO2	NONO	rs11214775	rs4844289	1.6420795345271482
RRP36	EIF2S1	rs4711748	rs7141529	2.2039689172396564
SCNM1	TMEM179B	rs17599629	rs2277283	0.7199782184517005
NUDT1	RAD51	rs527510716	rs4924487	2.8105318635999614
INPP5K	UBXN1	rs684232	rs2277283	2.9227771465837415
MRPL43	EXOSC5	rs3850699	rs61088131	2.745349094774515
PGLS	RPLP2	rs11666569	rs1881502	1.1991881252292345
JAZF1	FOXO3	rs10486567	rs2273669	3.0665287569285096
PTPRJ	PLBD1	rs547171081	rs10845938	1.7545150077732512
SYNGAP1	DENND4B	rs9296068	rs34579442	4.774184121361753
JOSD1	XBP1	rs58133635	rs9625483	2.6082796047110266
MXI1	PELI3	rs7094871	rs12785905	1.3449827343145537
METTL8	ORC2	rs12621278	rs59308963	2.316192007708218
INO80	RAB7A	rs4924487	rs10934853	1.9136686900145716
YAP1	SPA17	rs11568818	rs138466039	0.5549972822077425
LEMD2	GSK3A	rs9296068	rs61088131	2.164339735241424
MMP15	SLC4A4	rs11863709	rs10009409	0.5281417151725509
CEACAM6	NKX2-1	rs61088131	rs11629412	1.6204524856377636
SPDL1	SMC3	rs76551843	rs7094871	3.5868065690092266
ZWILCH	HAUS6	rs112293876	rs1048169	1.2583823492769604
NFKBIA	B4GALT1	rs11629412	rs10122495	1.3315915931160904
GRAP2	TBC1D10C	rs58133635	rs12785905	1.7320031441231274
CCL21	ADGRG3	rs10122495	rs11863709	3.3514562449605743
ALDH3B1	SIGLEC7	rs12785905	rs2735839	0.41998729409682534
BUB1B	SPDL1	rs4924487	rs76551843	2.820693775366471
HELZ2	XRN1	rs2427345	rs6763931	4.350017968578719
SLC39A1	YY1AP1	rs34579442	rs1218582	0.35998910922585026
HSCB	RPL3	rs9625483	rs58133635	2.361700973200046
KRTCAP2	UBAP2L	rs1218582	rs34579442	0.41998729409682534
SIPA1L3	DNMBP	rs8102476	rs3850699	0.4429811582888576
CNPY3	CTSD	rs4711748	rs1881502	1.2364738908243624
ZNF26	MVB12A	rs111599055	rs11666569	0.5860516243999233
SLC22A8	SLC22A2	rs2277283	rs9364554	4.271426419484819
NFASC	RNF152	rs4245739	rs12956892	0.7698649424600096
PIDD1	SEC31B	rs1881502	rs3850699	0.49089423985343217
RSF1	SMC3	rs11290954	rs7094871	2.60451063596541
BCL2L14	MUC1	rs2066827	rs1218582	2.4501819226279222
ADGRG3	CEACAM3	rs11863709	rs61088131	2.6876450978999307
GARNL3	NLGN2	rs1182	rs28441558	1.6517519079314793
NPAT	SMC3	rs1800057	rs7094871	3.566509871424845
SLC22A6	SLC22A2	rs2277283	rs9364554	1.7488101024746667
RNH1	UNC93B1	rs1881502	rs12785905	0.7862505130992381
LRFN4	ANO8	rs12785905	rs11666569	0.4079876571226303
CHKA	ARL2BP	rs12785905	rs11859370	1.0950644873619206
USP32	XYLT2	rs2680708	rs138213197	2.595635323838156
CPT1C	SYT11	rs2735839	rs1218582	0.8510583807148581
PTCD3	IVD	rs10187424	rs4924487	1.957227962923402
PIDD1	DDB2	rs1881502	rs547171081	3.2042360518710713
PPP6R3	CDK2AP2	rs7931342	rs12785905	0.8114560953229708
TJAP1	CHERP	rs4711748	rs11666569	0.5399836638387754
COX16	SNRPE	rs8014671	rs4245739	2.9477777718370164
NNT	CACNB1	rs2121875	rs4430796	0.4499863865323128
EML4	GSTP1	rs1465618	rs12785905	0.8261827349056162
ITGB8	ABCB5	rs11452686	rs12155172	1.3846282825851532
SLC17A7	VIP	rs2735839	rs1933488	2.3939564033191942
NR1H2	PBXIP1	rs2735839	rs1218582	2.5514036849215183
CA4	S100A12	rs2680708	rs34579442	1.2633104276669276
MED25	MVB12A	rs2735839	rs11666569	0.9244387946498098
ACVR1B	RNF130	rs902774	rs4976790	1.1232576793721254
UQCC2	DPM3	rs9296068	rs1218582	0.946163439881673
GRB7	GRM4	rs4430796	rs9469899	2.640383830932861
PFAS	MSTO1	rs28441558	rs1218582	0.5399836638387754
FDPS	LBHD1	rs1218582	rs2277283	1.8157786519628376
SUN2	TTLL12	rs58133635	rs5759167	0.43792868636477783
MRPL2	SNRPC	rs4711748	rs9469899	3.5325465371084652
TNNI2	SGCA	rs7127900	rs138213197	3.316240587940425
FUZ	SALL2	rs2735839	rs1004030	1.5587448787595912
YWHAQ	ATM	rs11902236	rs1800057	2.575394837207881
NUDT11	PLD1	rs5945619	rs10936632	1.9537663827596237
SAT2	UPP1	rs28441558	rs56232506	1.675984371128619
ITPR3	CEBPE	rs9296068	rs1004030	1.5646534516007733
COL6A3	JAM3	rs2292884	rs878987	1.3437800810184868
UNCX	LHX5	rs527510716	rs1270884	1.7096639868411945
ANGPTL7	SGCA	rs636291	rs138213197	1.0901242102245035
STXBP1	NLGN2	rs1182	rs28441558	3.4430683121878705
RHOB	MCL1	rs9306895	rs17599629	2.788696712936515
NDUFS8	NOC4L	rs12785905	rs111599055	2.326067455775889
TLK1	FAM126B	rs12621278	rs59308963	2.691220877594183
BPIFA1	SFTPB	rs11480453	rs10187424	0.45934091295589274
CKAP5	HYLS1	rs547171081	rs138466039	4.119323867000355
CD79A	DTX1	rs61088131	rs1270884	1.6375556757250718
RPS6	EIF4A1	rs1048169	rs28441558	3.2646878948240534
MPDU1	GANAB	rs28441558	rs2277283	2.577754832501264
TNFRSF10C	S100A9	rs2928679	rs34579442	2.805532136879892
C1QTNF4	OXER1	rs547171081	rs1465618	1.0190641060390364
BIRC7	ETV6	rs2427345	rs2066827	1.5549434588123494
MMRN2	STARD8	rs1935581	rs5919432	2.0327949530636023
THBS3	CUL7	rs1218582	rs4711748	0.629980941145238
S100A13	PRPF3	rs34579442	rs17599629	0.4319869310710203
KCMF1	GMEB2	rs10187424	rs2427345	0.5399836638387754
ST8SIA3	MT3	rs28607662	rs11859370	1.2070714648211485
POLR2L	CD81	rs1881502	rs7127900	2.202062066793585
JAK3	SLC25A12	rs11666569	rs12621278	1.0125795611065609
NOSIP	UBXN1	rs2735839	rs2277283	2.451186252522777
DDX54	HSP90AB1	rs1270884	rs4711748	2.523588171753441
PHLDA2	MMP17	rs7127900	rs7295014	0.29999092435487523
TPCN1	POLE	rs1270884	rs111599055	0.7254753320606191
BRD9	STARD3	rs2242652	rs4430796	0.2373113347976023
ARHGEF1	ITPR3	rs61088131	rs9296068	2.054122107072056
CDKN2A	MRPL35	rs17694493	rs10187424	0.4446924290436974
MYBPC3	CEACAM3	rs547171081	rs61088131	1.3135293777073627
SNRPC	HSD17B10	rs9469899	rs2807031	2.874104843178142
MAP3K12	NLGN2	rs902774	rs28441558	1.8417861035505365
ADAR	CASC3	rs1218582	rs4430796	2.7091698252836798
FAIM2	SLC4A8	rs10875943	rs902774	1.227445921340529
FCGR1A	TNFSF13	rs17599629	rs28441558	3.0128629415802526
CDKN1B	POLR1C	rs2066827	rs4711748	1.3715783880792616
SOD2	NFKBIA	rs9364554	rs11629412	3.234650811478775
CNBP	HCN3	rs10934853	rs1218582	0.7407970818228571
IGFBP6	AXL	rs902774	rs11672691	2.3693906772663427
SOD2	NFKBIE	rs9364554	rs4711748	2.425290924486938
ALDH3B1	BCL6B	rs12785905	rs28441558	0.7467377378899145
ARFRP1	POLD1	rs2427345	rs2735839	1.427502941788338
POGZ	ANKRD17	rs17599629	rs1894292	1.4609733406525072
LEMD2	UBAP2	rs9296068	rs10122495	1.4784854410965975
PPP1R9B	MGAT4B	rs138213197	rs4976790	1.3064915182140333
GRID1	CADM2	rs1935581	rs2660753	0.47998547896780036
GK5	RALGPS1	rs6763931	rs1182	0.4499863865323128
CDC42EP4	TSPO	rs1859962	rs5759167	1.4186244258774123
SPRR2G	KRT2	rs34579442	rs902774	3.7960414335993975
B9D2	ITPKC	rs61088131	rs11672691	0.7199782184517005
POLR2A	KDM2A	rs28441558	rs12785905	3.030907429732377
DPM2	VTI1B	rs1182	rs7141529	1.0380647769788407
MRPS18A	VRK3	rs4711748	rs2735839	2.874943311745256
CXCL17	BPIFB1	rs61088131	rs11480453	2.886748618762208
SLC7A14	DDX25	rs10936632	rs138466039	2.4329669717964437
ZNF546	WWC3	rs11672691	rs2405942	2.853946116577895
ACIN1	RNH1	rs1004030	rs1881502	1.4839083470606127
B3GNT6	CEACAM5	rs11290954	rs61088131	0.5206985329873905
IP6K3	SESN1	rs9296068	rs2273669	1.0175488753330768
NOL6	NUP93	rs10122495	rs11859370	3.5645282346213722
PSMD11	CAPN10	rs142444269	rs3771570	2.16035899813493
IQSEC2	RNF130	rs2807031	rs4976790	0.29999092435487523
SLC35B2	CUTA	rs4711748	rs9296068	1.4081601664740273
SYNE1	CEP126	rs1933488	rs11568818	2.2556142899870126
CHKA	BRI3	rs12785905	rs6465657	0.8870052771746336
HIF1AN	SFSWAP	rs3850699	rs7295014	2.876655722508681
S100A13	YAP1	rs34579442	rs11568818	1.9190932504295288
PUM2	PHC3	rs9306895	rs142436749	2.6207195216230676
PLXND1	DDHD1	rs10934853	rs8008270	1.967958223950542
TAF11	STT3A	rs9469899	rs138466039	2.6824593302586015
CPNE2	CEBPE	rs11859370	rs1004030	1.2632801296546257
MAP4K1	TBC1D30	rs8102476	rs7968403	2.166267703620329
SCNM1	TPM3	rs17599629	rs34579442	0.5999818487097505
EEFSEC	SF3B4	rs10934853	rs17599629	3.2674371300788216
RDH12	SPRR2G	rs7141529	rs34579442	1.0325995330126527
FRMPD4	GAL	rs17321482	rs7931342	2.03960600117417
PPP1CA	GSS	rs12785905	rs11480453	1.8444509715255628
POLR2A	TIMM22	rs28441558	rs684232	0.6074816218186223
PRMT1	NDUFB8	rs2735839	rs3850699	1.950472921785293
FCGR1A	SLC7A7	rs17599629	rs1004030	2.0201098450952135
RPP25L	COQ9	rs10122495	rs11859370	1.4089878792300805
S100A13	RNF181	rs34579442	rs10187424	0.4319869310710203
STXBP1	SCD	rs1182	rs3850699	1.0977397291222073
POLL	KLF11	rs3850699	rs11902236	0.3805599154673274
VPS53	BORCS6	rs684232	rs28441558	2.8980140661011577
MED25	LTBP4	rs2735839	rs11672691	1.3465130711264233
GK5	SPICE1	rs6763931	rs7611694	0.5099845714032879
