gene_name_1	gene_name_2	snp_gene_1	snp_gene_2	weight
UQCC2	DPM3	rs114738294	rs116480793	0.946163439881673
CYP11A1	LHCGR	rs12439944	rs191932161	1.1807427316929193
FZD3	XPO7	rs2741348	rs3816788	1.392255342984234
FDPS	LBHD1	rs116480793	rs2072113	1.8157786519628376
MYO1D	ARHGEF5	rs140040369	rs146204659	1.5390051943585035
PRCC	NXF1	rs116480793	rs2072113	2.22912818656959
ATCAY	GRM4	rs72981884	rs114738294	1.3458184789940428
CATSPERD	CYP2F1	rs72981884	rs56113850	1.0950036973692776
FAAP20	PDLIM2	rs117105675	rs3816788	0.47998547896780036
IP6K3	SESN1	rs114738294	rs13205254	1.0175488753330768
KDM5A	COPS2	rs4619206	rs7169304	2.928936803995426
SUPT5H	CXXC1	rs56113850	rs7227917	3.239764327775646
FBXO22	IREB2	rs62027346	rs4886591	0.9393764580414279
TMEM98	EVC2	rs140040369	rs12108538	1.604296582326082
PRKCZ	NRTN	rs117105675	rs72981884	1.3364009499441807
NCK2	DNMT3A	rs17697383	rs6710503	2.3498361873709643
PSMA4	CSTF3	rs28408315	rs4755351	1.3821155851218088
AUTS2	SLCO3A1	rs56212584	rs28510890	2.7820159680804677
MAP1A	CRABP2	rs2439831	rs116480793	1.2793485010422605
KMT2A	CHD2	rs61677309	rs28510890	2.184173516732609
NPM2	MCAM	rs3816788	rs61677309	1.0802443638830959
SSR2	RPS25	rs116480793	rs61677309	4.077775064415089
WDR61	HYKK	rs55781567	rs4886591	2.023900385054246
FTH1	RPS25	rs2072113	rs61677309	1.5656158902840223
CHRM1	LMAN1L	rs2072113	rs62027346	0.5890730878241186
UTP6	DAP3	rs140040369	rs116480793	2.570316614439667
SKA1	IQGAP3	rs7227917	rs116480793	2.908336964886096
SNAP23	CSK	rs2439831	rs62027346	2.017388601342427
GANAB	SLC50A1	rs2072113	rs116480793	0.5399836638387754
MBD1	POLG	rs7227917	rs17791430	2.559947515356104
SLC17A2	BAAT	rs13191445	rs35440884	1.5662450893289654
PIGK	DNAJB4	rs71658797	rs6700362	0.47998547896780036
CHRNB4	STMN4	rs28408315	rs2741348	0.9977278664764337
C2	SLC17A2	rs501942	rs13191445	0.8517224294887898
FSD1	TMEM25	rs72981884	rs61677309	0.4614387065508933
HMG20A	FBXO22	rs55781567	rs62027346	1.337071937686098
TNFAIP8L1	MBOAT2	rs72981884	rs150954074	0.6491648762583766
FBN1	RBMS3	rs79040073	rs7428320	1.266388345937472
FANCI	IREB2	rs17791430	rs4886591	0.9220054507360846
METAP1D	TMEM237	rs1866631	rs55902839	0.5399836638387754
LRPAP1	LRG1	rs10016781	rs72981884	1.3057781231815668
PSMA2	PSMA4	rs2877187	rs28408315	4.804499831979314
PPIP5K1	MSTO1	rs2439831	rs116480793	0.7199782184517005
ORC2	CROT	rs55902839	rs139328189	1.2425361469282556
WNK1	XPO7	rs4619206	rs3816788	1.4552288504464386
UBE2Q2	METTL8	rs62027346	rs1866631	2.8985111248062867
PSMA4	NDUFB3	rs28408315	rs55902839	0.8734954712029965
TDP2	SLC17A4	rs35789010	rs13191296	0.6509475375926737
CHRNA3	NTRK1	rs28408315	rs116480793	2.4364177580062636
CYP2B6	HYKK	rs56113850	rs4886591	2.5362144576984935
FBXO22	POLG	rs62027346	rs17791430	1.9857966753080158
SIN3A	SMG5	rs62027346	rs116480793	2.6575854838924124
CXXC1	TUT1	rs7227917	rs2072113	2.254261298945308
TAF6L	NOP14	rs2072113	rs10016781	1.6076766039627872
HSPA1A	ATAT1	rs501942	rs116260619	1.0123457402498157
BTN3A2	BTN3A1	rs34158769	rs3734542	1.0113190981337294
MAP1LC3C	RAPGEF4	rs144503462	rs1866631	1.3200656987199455
CUTA	GSTK1	rs114738294	rs146204659	2.0626816386063322
CSPG4	AXL	rs62027346	rs56113850	1.927262482354295
RAB3IL1	ISLR	rs2072113	rs12439944	3.500942492189308
FBN1	CMAHP	rs79040073	rs35789010	1.803625619048828
NEIL1	TBC1D2B	rs62027346	rs55781567	0.29999092435487523
IDH3A	FBXO22	rs55781567	rs62027346	1.123370632417984
MORF4L1	MPI	rs28408315	rs62027346	2.2197430210808804
EID2	LEMD2	rs56113850	rs114738294	2.7575019450955813
DBT	CDC40	rs7534220	rs13205254	1.5594899889062468
GFRA2	IPCEF1	rs3816788	rs11751666	1.1659213395461308
HMGN4	TDP2	rs36162392	rs35789010	0.7199782184517005
SIN3A	PEAK1	rs62027346	rs55781567	2.0064172829715448
DNAJA4	NKAPL	rs55781567	rs67340775	1.6323279997503946
SLC3A2	TCEA1	rs2072113	rs142328647	0.6864470842987669
ZNF106	PEAK1	rs2439831	rs55781567	0.931123442939408
RASGRF1	SEMA7A	rs28408315	rs12439944	2.962165417252316
MSC	EVC2	rs12234934	rs12108538	0.8114560953229708
EXOC3	SLC6A3	rs3810859	rs421629	2.0077568912706507
SYT11	PRSS16	rs116480793	rs35768595	1.030788378072351
ZKSCAN8	TTBK2	rs34662244	rs2439831	0.752056887390478
SLC39A7	ARCN1	rs115447191	rs61677309	1.9865581989649201
TCAF1	CD276	rs146204659	rs12439944	1.4444911138150998
SAFB	PDIA3	rs72981884	rs2439831	0.7693115357397433
CHRNA2	ABHD2	rs2741348	rs17791430	1.5271457263850163
DTWD1	SNUPN	rs7169304	rs62027346	3.289776516248103
CREB3L3	SLC6A19	rs72981884	rs421629	0.32399019830326525
ADRA2C	NKD2	rs10016781	rs79398649	2.547428373218077
SAFB2	SYNCRIP	rs72981884	rs118087489	2.2216516854486184
MYO1D	PKLR	rs140040369	rs116480793	0.5039847529161904
HMGA1	STRA6	rs114738294	rs12439944	0.7895239278220598
WDR61	MPI	rs55781567	rs62027346	2.1795021807902026
SDHA	NDUFS6	rs3810859	rs4406174	4.060490830910759
PRSS16	PRKCZ	rs35768595	rs117105675	1.5152063663010749
MORF4L1	COX5A	rs28408315	rs62027346	1.3515704074985488
B3GAT3	GBA	rs2072113	rs116480793	2.0557739866675053
WDR61	SCAMP2	rs55781567	rs62027346	0.40498774787908154
PPP3CC	PTK2B	rs3816788	rs2741348	2.8538767677376846
COA1	EEF2	rs2877187	rs72981884	0.5999818487097505
IPCEF1	DOK2	rs11751666	rs3816788	1.958011433187771
RAB3IL1	PKLR	rs2072113	rs116480793	0.7199782184517005
CXXC1	SAFB2	rs7227917	rs72981884	2.5777390718102016
FTH1	COX5A	rs2072113	rs62027346	0.5142701560369289
TNXB	SPTBN4	rs144433536	rs56113850	1.0175075359134116
HIPK4	ABCG4	rs56113850	rs61677309	0.5399836638387754
CHDH	AUTS2	rs1880828	rs56212584	0.5199842688817837
EML3	CSK	rs2072113	rs62027346	1.5622949732589069
KLHL42	BIN3	rs116901460	rs3816788	0.578553925541545
ETAA1	RB1CC1	rs76980472	rs188586526	1.9304068420962808
NIF3L1	RIT1	rs55902839	rs116480793	2.5262322464867193
THY1	VCAM1	rs61677309	rs7534220	3.1599447064135195
HLA-DRB1	HSPA1A	rs115819854	rs501942	3.1621856443938414
TRIP13	INCENP	rs3810859	rs2072113	3.3655163139318747
PSMA4	PML	rs28408315	rs12439944	3.6773812793466742
GPR88	FXYD6	rs7534220	rs61677309	0.6895266076324433
IER3	TRIM10	rs116551911	rs116418332	0.49140657068702376
NTRK3	ST8SIA2	rs17791430	rs28510890	0.4486023682042081
SECISBP2L	CSTF3	rs7169304	rs4755351	3.189084477503177
TRAM1	SLC35A3	rs12234934	rs7534220	1.392929465918995
PAF1	CRABP2	rs56113850	rs116480793	2.149048493369386
PRRT1	HLA-DRB1	rs144433536	rs115819854	1.4964414094324314
ABCB1	NES	rs139328189	rs116480793	1.0170375889963794
SKA1	BRCA2	rs7227917	rs11571833	1.2629715874174003
SIN3A	NCOA1	rs62027346	rs6710503	2.4434713854918453
CHAF1A	SASS6	rs72981884	rs7534220	3.228315532802177
MFSD10	PSMC4	rs10016781	rs56113850	1.2814894632224338
DBF4	SECISBP2L	rs139328189	rs7169304	2.8842185415060326
RHOBTB2	PTK2B	rs3816788	rs2741348	2.1201006859973255
GANAB	SLC37A4	rs2072113	rs61677309	0.8425279743134879
SECISBP2L	HAUS2	rs7169304	rs2439831	0.9371561636390568
IDH3A	HDGF	rs55781567	rs116480793	0.29999092435487523
EFR3B	FOXQ1	rs6710503	rs62389424	0.4499863865323128
BCAN	CDK5R1	rs116480793	rs140040369	1.9481010455914856
SASS6	EXO1	rs7534220	rs144503462	2.07583983048497
CHAF1A	CENPO	rs72981884	rs6710503	7.202622814938801
LPCAT1	IMP3	rs4406174	rs62027346	1.4201155964204406
SAMD4B	HMGA1	rs56113850	rs114738294	3.1500353522698163
IDH3A	NXF1	rs55781567	rs2072113	1.0028957134501209
DDX39B	TUBB	rs114002231	rs116551911	2.2550226267047133
RLBP1	CAPN3	rs17791430	rs2439831	1.0873433032129918
RAB25	MPZL2	rs116480793	rs61677309	0.8497557871314152
PSMA4	FANCI	rs28408315	rs17791430	2.5661761984160525
RAB25	AGR2	rs116480793	rs3944100	2.278414497987592
CFLAR	HR	rs55902839	rs3816788	2.3076702604406365
CHRNA5	DUT	rs28408315	rs79040073	0.4679858419936053
ARHGEF2	TCEA1	rs116480793	rs142328647	2.045530167498193
PGBD1	COPS2	rs67340775	rs7169304	2.3132400261301664
CYTL1	VWCE	rs12108538	rs2072113	1.8654741432738091
SCN4B	LTBP4	rs61677309	rs56113850	1.856131561611726
TNFRSF14	CAPN3	rs117105675	rs2439831	2.250123576639011
CHRM1	DLX1	rs2072113	rs1866631	1.3422471274761247
KMT2A	UTP6	rs61677309	rs140040369	1.8705374038980214
RNF5	CDSN	rs144433536	rs2233956	0.5399836638387754
YWHAQ	C2CD2L	rs150954074	rs61677309	3.7764118026208378
CYBRD1	TP53I3	rs1866631	rs62140840	0.553726447861072
TRIP13	MRPL36	rs3810859	rs4406174	2.590051808796055
IFT46	ZNF311	rs61677309	rs115287935	0.4429811582888576
PPCDC	IREB2	rs62027346	rs4886591	1.0830313910213556
FSD1	LMO2	rs72981884	rs4755351	0.8562079673820675
CHRM1	GPR6	rs2072113	rs13205254	3.0627872981166373
UBL7	HYKK	rs12439944	rs4886591	3.411448472841082
SNX14	CD164	rs118087489	rs13205254	0.4949850251855441
WNT5A	GLI3	rs1880828	rs2877187	2.9923813628397973
ABCB1	FRY	rs139328189	rs11571833	0.851774573785583
CFH	IFI44L	rs114864108	rs6700362	2.490117976035938
AEN	TNFRSF10B	rs17791430	rs3816788	4.175277020177898
ZSCAN9	LMNA	rs34662244	rs116480793	0.7988806244446525
TRIM35	PDLIM2	rs2741348	rs3816788	0.19199419158712014
SECISBP2L	ITSN2	rs7169304	rs62140840	0.8562079673820674
CASP2	PSMD11	rs146204659	rs140040369	3.119890092100629
FRY	VLDLR	rs11571833	rs148802107	2.306989430323213
PPCDC	CLK3	rs62027346	rs12439944	2.3473631065701044
KLHL42	ERC1	rs116901460	rs4619206	1.7811723455520907
COX5A	MRPL15	rs62027346	rs142328647	1.4089878792300805
SNX14	CDC40	rs118087489	rs13205254	1.3077105833280191
ATAD2B	NCOA1	rs62140840	rs6710503	3.875377776638296
SIRT6	VPS37C	rs72981884	rs2072113	0.8506153902521641
GMNN	PBK	rs35789010	rs2741348	2.2140770022520244
ESCO2	DUT	rs2741348	rs79040073	1.3039309667403147
UBE4A	RER1	rs61677309	rs117105675	0.7199782184517005
ITPR2	RHBG	rs116901460	rs116480793	2.739369294886981
DNAJA4	MEDAG	rs55781567	rs11571833	1.4478911967676078
BTN3A3	ISG20	rs3734542	rs17791430	2.465735351001641
IER3	CDSN	rs116551911	rs2233956	1.4575188022543255
IER3	TRIM31	rs116551911	rs116418332	0.748331974337245
ZSCAN26	ZNRD1	rs67340775	rs115729734	1.7463235531138592
PPCDC	POLG	rs62027346	rs17791430	2.5426142867394885
HAUS2	UBXN2A	rs2439831	rs62140840	2.7241874937623445
IDH3A	HYKK	rs55781567	rs4886591	1.4042132905224798
CD5	DOK2	rs2072113	rs3816788	1.7415903355791071
FOXO3	CCDC91	rs13205254	rs116901460	0.4547230853379161
BTN2A2	HMGN4	rs34158769	rs36162392	0.4319869310710203
HMGN4	RAB4B	rs36162392	rs56113850	0.5999818487097505
PTPN9	COPS2	rs62027346	rs7169304	2.49079524082854
MRPS35	ADIPOR2	rs116901460	rs4619206	1.5214696410296282
MPI	GALK2	rs62027346	rs7169304	1.6187915947702
WDR61	SNUPN	rs55781567	rs62027346	2.4456780956270423
ATCAY	NSG1	rs72981884	rs12108538	1.6612623134864082
SLC39A14	MEDAG	rs3816788	rs11571833	1.308221503289396
TMED3	FBXO22	rs28408315	rs62027346	0.5999818487097505
BTN2A3P	SNX33	rs3734542	rs62027346	1.5144808184082954
LIPG	ATP8B4	rs7227917	rs7169304	2.2805574315329844
EIF3M	FBL	rs4755351	rs56113850	2.779896131316284
MYRF	FSHR	rs2072113	rs191932161	1.3633737426246064
YWHAQ	GLRX3	rs150954074	rs2918130	1.7429997739965106
FOXF2	HECW1	rs62389424	rs2877187	1.6187609039792221
BMP1	PTK2B	rs3816788	rs2741348	2.066877375458011
TRIM35	TNFRSF10C	rs2741348	rs3816788	1.9946509001336215
ZNF322	ZSCAN26	rs36162392	rs67340775	2.9941582464710033
PLPPR4	TRIM38	rs7534220	rs13191445	1.5299505656365469
HMGN4	SLC39A7	rs36162392	rs115447191	0.7199782184517005
ADRA1A	LMAN1L	rs2741348	rs62027346	1.0248745369542287
FADS1	CYBRD1	rs2072113	rs1866631	0.6989124798137234
DDX39B	HLA-DRB5	rs114002231	rs115100928	1.488978818658458
DOK7	TMPRSS4	rs10016781	rs61677309	1.0692713312112425
MTA2	NOP14	rs2072113	rs10016781	1.8005977964383217
ERC2	GLI3	rs1880828	rs2877187	1.5305283223528383
ZZZ3	AGL	rs17391694	rs7534220	1.9672115623901394
MEDAG	SCARA5	rs11571833	rs2741348	0.46143870655089336
LRPAP1	SCAMP3	rs10016781	rs116480793	1.865516772195707
HIPK3	AGL	rs4755351	rs7534220	1.5700522273285362
MAN2C1	FANCI	rs62027346	rs17791430	1.2637919614702318
DDB1	ARCN1	rs2072113	rs61677309	0.6230580736601254
CASP8	BTN3A1	rs55902839	rs3734542	1.7679875156625082
TRIP13	PBK	rs3810859	rs2741348	2.7918883186621235
GNG3	ADRA1A	rs2072113	rs2741348	3.575004896468895
DUT	RIT1	rs79040073	rs116480793	0.4079876571226303
RXFP2	TAS2R60	rs11571833	rs146204659	2.0501734425219555
GANAB	LRPAP1	rs2072113	rs10016781	0.4319869310710203
SIN3A	MORF4L1	rs62027346	rs28408315	3.699245738118096
DBF4	SNX13	rs139328189	rs3944100	0.7291400744665649
RPL36	UBXN1	rs72981884	rs2072113	2.6782062506161357
ADCY3	VPS37C	rs6710503	rs2072113	1.298052462277984
HMG20A	MPI	rs55781567	rs62027346	0.35998910922585026
TRIP13	LYAR	rs3810859	rs10016781	2.4660575097191013
EXTL3	SORBS3	rs2741348	rs3816788	0.8109625621347015
NEIL1	ELL3	rs62027346	rs2439831	1.667759268869735
ESCO2	BIN3	rs2741348	rs3816788	1.4970479914064265
MTA2	HNRNPUL1	rs2072113	rs56113850	1.414663222098397
HMG20A	SCAMP2	rs55781567	rs62027346	0.29999092435487523
AHNAK	BCL9L	rs2072113	rs61677309	1.7970465543066803
CFLAR	CDC40	rs55902839	rs13205254	0.40498774787908154
CD276	IREB2	rs12439944	rs4886591	0.5872821971796932
UQCC2	COPRS	rs114738294	rs140040369	0.9624964500802445
ZNF184	TDP2	rs149866169	rs35789010	0.7212943069537517
HES5	ID2	rs117105675	rs150954074	2.7839049159709788
ELP3	XPO7	rs2741348	rs3816788	1.292138330535749
IER3	HLA-F	rs116551911	rs138488080	1.3679117792004283
ESCO2	IQGAP3	rs2741348	rs116480793	0.7212943069537517
GLRX3	PSMA4	rs2918130	rs28408315	2.01369188381525
GON4L	TP53BP1	rs116480793	rs2439831	3.0698355489194142
HIPK3	NCOA2	rs4755351	rs12234934	1.3678658709760096
EPB42	SLC6A19	rs2439831	rs421629	0.5399836638387754
CEP152	CDAN1	rs79040073	rs2439831	2.4042145659290526
ZKSCAN3	ACOT13	rs67340775	rs35789010	2.1666911433800733
VPS39	EDC3	rs2439831	rs12439944	2.1122050756772555
FEN1	SKA1	rs2072113	rs7227917	1.11189849058805
PIGK	NOP14	rs71658797	rs10016781	1.668486093416206
IDH3A	MPI	rs55781567	rs62027346	1.123370632417984
DDX39B	CCHCR1	rs114002231	rs2233956	3.8304305455326038
TRPA1	FGF7	rs12234934	rs7169304	1.5634109944059866
DLX2	EGR3	rs1866631	rs3816788	1.5440082160181179
NINJ2	ISLR	rs4619206	rs12439944	2.2667353638513976
IDH3A	SCAMP2	rs55781567	rs62027346	0.29999092435487523
SEMA6D	RBMS3	rs79040073	rs7428320	2.010243175423983
NXF1	CLK3	rs2072113	rs12439944	1.355367626527561
FLOT1	HMGN4	rs116551911	rs36162392	1.3497208504093616
WDR61	IREB2	rs55781567	rs4886591	1.377708595033959
ACAN	MCAM	rs17791430	rs61677309	1.1834873329334832
STRCP1	PLCH2	rs2439831	rs117105675	0.7199782184517005
LONP1	TCEA1	rs72981884	rs142328647	1.8402194604889286
ARID3B	BTN3A3	rs12439944	rs3734542	1.3930482664008401
PLPPR4	HECW1	rs7534220	rs2877187	1.2987485377339687
BTN2A1	BTN3A2	rs3734542	rs34158769	1.280212458956158
CYBRD1	LMO2	rs1866631	rs4755351	0.6437237251675345
DBT	USP33	rs7534220	rs17391694	2.1798145611896156
RGS12	TGM5	rs10016781	rs2439831	0.4499863865323128
FOXQ1	GPR88	rs62389424	rs7534220	0.720965284828239
MSC	MPZL2	rs12234934	rs61677309	0.6184854706236076
ETAA1	ITSN2	rs76980472	rs62140840	1.036450931620238
SAFB	CLK3	rs72981884	rs12439944	2.185544245252233
TP53I3	TNFRSF10B	rs62140840	rs3816788	1.635345505764918
LRRC39	ZZZ3	rs7534220	rs17391694	0.7199782184517005
CHAF1A	ESCO2	rs72981884	rs2741348	2.70993715340008
TTBK2	DNAJC27	rs2439831	rs6710503	1.8628894960602997
GMNN	SKA1	rs35789010	rs7227917	1.5851186151072238
DPM3	B3GAT3	rs116480793	rs2072113	3.5158651219879538
SCARA5	TBX18	rs2741348	rs118087489	0.8638990139946312
TCF19	HLA-DRB5	rs2233956	rs115100928	0.6920267023868859
LEMD2	SLC35A3	rs114738294	rs7534220	1.1520792028674907
METTL8	TP53I3	rs1866631	rs62140840	0.965834379593977
TERT	MGMT	rs421629	rs2918130	3.066850622490589
MTA2	SDCCAG8	rs2072113	rs10436951	1.7138098644519597
SUPT5H	SAFB2	rs56113850	rs72981884	2.9480863862149524
ST6GALNAC5	ST8SIA2	rs71658797	rs28510890	2.272807144947965
CHRNA2	LMAN1L	rs2741348	rs62027346	1.0948376749080475
XPO7	PTK2B	rs3816788	rs2741348	0.4989322741902135
MFAP1	IMP3	rs2439831	rs62027346	2.566288199080528
TCP11L1	ZBTB3	rs4755351	rs2072113	1.0819414604306277
BRD9	SMG5	rs3810859	rs116480793	2.0008926204957946
CYP2B6	BAAT	rs56113850	rs35440884	2.3592741296656956
RPS16	TMEM258	rs56113850	rs2072113	2.739426219765263
CDK5R1	NRXN1	rs140040369	rs191932161	2.5204657978940483
ZNF106	CBL	rs2439831	rs61677309	3.6290811236065053
NRXN1	PLPPR5	rs191932161	rs7534220	1.9220196792891684
PDZD3	SLC6A19	rs61677309	rs421629	1.881387393027551
WDR61	POLG	rs55781567	rs17791430	2.603495183634391
GFRA2	NTRK3	rs3816788	rs17791430	1.854157201947977
SCN2B	IPCEF1	rs61677309	rs11751666	0.7712668065690574
MYO1D	EPHA1	rs140040369	rs146204659	1.9407799101809586
DAPK3	INTS5	rs72981884	rs2072113	1.3067871403368279
ATCAY	SPTBN4	rs72981884	rs56113850	2.257512043454218
ITSN2	FAM126B	rs62140840	rs55902839	1.5897128968439982
AGER	RNF39	rs144433536	rs115729734	1.4476075475347647
LRPAP1	PLD3	rs10016781	rs56113850	1.3346960457727564
ZKSCAN8	EXOC2	rs34662244	rs62389424	0.5536213619095087
EML3	PEX10	rs2072113	rs117105675	2.4281738835155284
PGBD1	TMEM237	rs67340775	rs55902839	0.8114560953229708
FBN1	CTSH	rs79040073	rs28408315	1.7966413724025212
NINJ2	FSD1	rs4619206	rs72981884	0.3299900167903628
COA1	DAPK3	rs2877187	rs72981884	0.46586825899815915
RP1	SCGB1A1	rs142328647	rs2072113	1.1256150743993865
TMEM258	TRAPPC4	rs2072113	rs61677309	1.150609256438188
CD3E	DOK2	rs61677309	rs3816788	2.4827518734905363
TRIP13	SKA1	rs3810859	rs7227917	2.0760057047681615
TRIM46	DLL3	rs116480793	rs56113850	1.2574935397237208
SDCCAG8	ZSCAN29	rs10436951	rs2439831	0.6762134127691423
MBD1	YY1AP1	rs7227917	rs116480793	1.9923109150151803
RPL36	B3GAT3	rs72981884	rs2072113	2.378447777304399
SCAMP2	NPTN	rs62027346	rs12439944	0.3436259678974025
ULK3	TKFC	rs62027346	rs2072113	2.832144625989303
DDX39B	VARS2	rs114002231	rs116551911	2.804142621185137
PKLR	TKFC	rs116480793	rs2072113	3.2315668025362863
HSPA1B	HLA-DRB1	rs501942	rs115819854	3.0367012756463687
SIN3A	HMG20A	rs62027346	rs55781567	2.714898511001494
FRMD5	PTHLH	rs2439831	rs116901460	1.2683566934566328
VLDLR	PDK1	rs148802107	rs1866631	2.4598663088120016
PBX2	HLA-DQA1	rs144433536	rs115819854	0.6339930638528364
DBF4	RNF26	rs139328189	rs61677309	1.4929376371434075
WNT5A	FBN1	rs1880828	rs79040073	2.347710990734025
UBXN6	BLVRB	rs72981884	rs56113850	2.8551462254524353
CDAN1	COPS2	rs2439831	rs7169304	2.3252163360603952
CSK	CD59	rs62027346	rs4755351	2.4945399412684335
ZFP36	EGR3	rs56113850	rs3816788	3.160083412342564
ESCO2	BRCA2	rs2741348	rs11571833	3.4884848152424923
CEP152	SECISBP2L	rs79040073	rs7169304	0.931123442939408
ASAP1	TIAM2	rs144706282	rs11751666	2.1701205643334207
MRPS11	PML	rs17791430	rs12439944	2.4126791240899683
CHD2	TP53BP1	rs28510890	rs2439831	2.079375639455961
ULK3	IDH3A	rs62027346	rs55781567	0.936969493581289
ITGA6	AK5	rs1866631	rs34517439	0.35998910922585026
ATP6V1H	FBL	rs142328647	rs56113850	1.7865724171145831
BRCA2	IQGAP3	rs11571833	rs116480793	0.6885082020922176
NOTCH4	HLA-DRB5	rs147151648	rs115100928	2.396546263268811
PLEK	ATP8B4	rs151124926	rs7169304	2.9333385991261682
DOK2	IL10RA	rs3816788	rs61677309	2.255975727397218
STRADB	UBXN6	rs55902839	rs72981884	2.26067277035891
HAPLN2	TPPP	rs116480793	rs3810859	1.5578624538778698
RAB3IL1	UBXN6	rs2072113	rs72981884	2.934446997301403
DAP3	LBHD1	rs116480793	rs2072113	0.8114560953229708
CHAF1A	MFAP1	rs72981884	rs2439831	0.7199782184517005
ZSCAN16	SLCO3A1	rs34662244	rs28510890	2.645123285075949
FBN1	NEXN	rs79040073	rs6700362	2.0508229310763526
BTN2A2	EXOC2	rs34158769	rs62389424	0.7936141013934089
MEIS1	WT1	rs79294676	rs4755351	3.298448089737394
THY1	PLEK	rs61677309	rs151124926	2.553019801616225
VCAM1	TPPP	rs7534220	rs3810859	1.5576347904405234
MPND	CROT	rs72981884	rs139328189	1.172332253869617
TNFRSF14	SLC24A5	rs117105675	rs79040073	0.5247379091913806
BSCL2	SCAMP3	rs2072113	rs116480793	2.023177524573932
SDHA	LPCAT1	rs3810859	rs4406174	1.2124080008409286
PIGK	LRPAP1	rs71658797	rs10016781	0.8496655404488225
PSMD11	PSMA4	rs140040369	rs28408315	4.675782907916906
SLC39A14	HYOU1	rs3816788	rs61677309	2.4484648698450147
DNAJA4	IL17RB	rs55781567	rs1880828	1.3147916748732336
AGER	HLA-DQA1	rs144433536	rs115819854	3.0010759053327263
RHOBTB2	PBK	rs3816788	rs2741348	0.5656971716406218
CENPO	EXO1	rs6710503	rs144503462	2.5061909251847636
