gene_name_1	gene_name_2	snp_gene_1	snp_gene_2	weight
ATXN1	IL6R	rs3819405	rs4971059	1.762614636630663
UNC45A	VPS51	rs2290203	rs3903072	0.6685512028480076
GALNT1	FURIN	rs117618124	rs2290203	2.0378700470521327
DAP3	PABPC1	rs4971059	rs514192	2.4544505551578704
NDUFB2	RABIF	rs11977670	rs4951011	1.5135803790329916
PROK2	PADI4	rs6805189	rs2992756	0.6626856639862362
JADE2	ULBP1	rs6596100	rs9485372	0.5399836638387754
MKRN1	MARK3	rs11977670	rs10623258	2.218797289142729
FOXA3	HNF4G	rs71338792	rs2943559	2.394736939725685
TRMT61A	POLR2L	rs10623258	rs6597981	3.3563504367187917
AKT1	GATAD2A	rs10623258	rs2965183	2.636492100784854
GCAT	MT1G	rs738321	rs2432539	0.6399806386237338
TOMM7	TAX1BP1	rs7971	rs17156577	0.691556392110724
GABRP	GPR87	rs4562056	rs73006998	1.3860489446209068
VPS45	GPATCH2	rs12048493	rs11117758	0.49220128698761956
JARID2	CDKAL1	rs3819405	rs2223621	0.2228504009493359
TRIP13	APOBEC3B	rs10069690	rs12628403	2.625913365070648
HOOK2	NUDT14	rs2594714	rs10623258	0.7199782184517005
PPARA	MAPK10	rs28512361	rs10022462	2.526535302161858
STX10	COLGALT1	rs2594714	rs4808801	0.48441869167082013
BAG5	ITPK1	rs10623258	rs11627032	1.562599578112889
CCR3	ADGRE3	rs6796502	rs2594714	3.0020927865581983
MAF	IGFBP5	rs13329835	rs16857609	1.6131155909630768
TLX3	RNF165	rs4562056	rs6507583	1.4840908850081043
POLR2K	ATP6V1G1	rs514192	rs1895062	1.4855297233935403
TAB2	NFYC	rs9485372	rs4233486	2.1187690482954102
RNF10	KLF1	rs206966	rs2594714	2.8858540856787815
CARD10	KIF12	rs738321	rs1895062	0.35998910922585026
DAP3	SETDB1	rs4971059	rs12048493	2.172569458005912
MTOR	UBR4	rs616488	rs2992756	1.927211963928233
MXI1	KLF3	rs7904519	rs6815814	2.005216904879593
TRIP13	EXOC3	rs10069690	rs116095464	0.6749795797984692
DMBX1	KCNQ1	rs1707302	rs3817198	1.296253387243015
SIVA1	RNASEH2C	rs10623258	rs3903072	0.7199782184517005
YWHAQ	CBY1	rs113577745	rs12628403	2.0711357674299373
SEC23IP	CPSF2	rs45631563	rs11627032	2.076262750510721
ATIC	TARDBP	rs4442975	rs616488	0.9255219509024315
BTG2	JUND	rs4951011	rs4808801	1.9810862049726303
KATNA1	APH1A	rs9485372	rs12048493	0.5142701560369289
PGLS	RPLP2	rs4808801	rs6597981	1.1991881252292345
CBLC	ANO9	rs71338792	rs6597981	1.63125249489311
ESR1	GNAO1	rs2747652	rs2432539	2.227675841330085
COLGALT1	GMIP	rs4808801	rs2965183	1.0075478419911823
HDHD2	CHD1L	rs6507583	rs12405132	0.9878399433447224
KIF13B	UBR4	rs9693444	rs2992756	2.312901010091986
BRF1	TDP1	rs10623258	rs941764	2.5846538258842697
CRTC1	TOLLIP	rs4808801	rs6597981	1.0213359125530166
CADM4	CNIH2	rs3760982	rs3903072	1.4665470763189346
MXI1	PELI3	rs7904519	rs3903072	1.3449827343145537
METTL8	ORC2	rs2016394	rs1830298	2.316192007708218
DLG5	MFNG	rs704010	rs738321	2.206654585802756
SATB2	IRX3	rs1830298	rs28539243	1.6850388485917214
TDP1	TRIP11	rs941764	rs11627032	2.0201752874863987
DSC3	GPR87	rs36194942	rs73006998	1.331690568494793
SYNJ1	ZHX1	rs16992204	rs17350191	0.3955188913293371
FAF1	CCDC88C	rs140850326	rs941764	1.5038063162932755
NDUFB1	NDUFB3	rs11627032	rs1830298	0.7199782184517005
MUC1	KCNN4	rs4971059	rs3760982	1.9094097266053174
YTHDC2	SAR1B	rs6882649	rs6596100	0.3199903193118669
ARHGAP32	CAP2	rs11820646	rs3819405	2.2268665867323936
NCF4	FCGR1B	rs738321	rs11249433	2.179964838562933
DCTN6	SNRPE	rs9693444	rs4951011	1.8376467917079053
EIF2A	METAP2	rs73006998	rs17356907	1.7954778091954826
TRIP13	SUB1	rs10069690	rs2012709	0.986568808204797
PPT1	DCSTAMP	rs4233486	rs12546444	1.9985842897915471
RPL35	RPLP0	rs10760444	rs206966	3.2536580370470856
DPF2	RPRD2	rs3903072	rs12048493	0.46284314043323604
PRLHR	NYAP2	rs11199914	rs12479355	2.3452001827939304
COPE	FARSA	rs2965183	rs2594714	0.7199782184517005
PSMD6	AP4B1	rs1053338	rs11552449	1.6859736150941425
NASP	HMGB2	rs1707302	rs6828523	2.9355032885520287
BCKDHB	WDR19	rs17529111	rs6815814	0.5399836638387754
TAB1	BRF1	rs6001930	rs10623258	3.392822420965022
APLP2	CD151	rs7107217	rs6597981	1.3295688418349263
CCR2	MYCL	rs6796502	rs4233486	1.7758985234494287
GPR4	LYPD5	rs71338792	rs3760982	0.5199842688817837
CD58	COLGALT1	rs7529522	rs4808801	1.0764853318033836
RAB25	SYT8	rs4971059	rs3817198	2.5633589014618283
BRMS1	IGHMBP2	rs3903072	rs75915166	1.4583295115528538
NDUFB1	ENSA	rs11627032	rs12048493	0.5039847529161904
ANKRD1	CKM	rs140936696	rs71338792	0.5142701560369289
ZNF93	ZFP69	rs2965183	rs4233486	3.3996671860190952
GTSE1	RNASEH2A	rs28512361	rs2594714	1.259882856995757
SMC2	RAD54L	rs10759243	rs1707302	3.599417893719259
NTN4	NCEH1	rs17356907	rs58058861	0.9979625994423678
POMC	CARD10	rs6725517	rs738321	2.3999598883267774
SEC24A	SRP19	rs6596100	rs6882649	2.5781725904764663
HERPUD1	SYVN1	rs2432539	rs3903072	4.83955136582513
ACTBL2	PGD	rs62355902	rs616488	0.47998547896780036
PDCD4	TNKS2	rs7904519	rs140936696	2.0884109652151395
C17orf75	PEX1	rs146699004	rs6964587	4.146645221724328
EIF5	NRDE2	rs10623258	rs941764	3.227390568763963
DCAF17	LATS1	rs2016394	rs9485372	1.796963178690707
NUDT9	NUP43	rs10022462	rs9485372	1.0790104665378104
JARID2	ZKSCAN4	rs3819405	rs9257408	2.670188551819116
IL12RB1	FCGR1B	rs4808801	rs11249433	3.275118041223709
TLK1	FAM126B	rs2016394	rs1830298	2.691220877594183
FKBP15	IQGAP1	rs1895062	rs2290203	2.3018011586704743
LRP12	CCR9	rs12546444	rs6796502	2.3259323863875765
ZFPL1	RFXANK	rs3903072	rs2965183	3.7067678264880466
UNC45A	LRWD1	rs2290203	rs71559437	0.7199782184517005
ANKRD54	NUP50	rs738321	rs28512361	1.7586020852114037
MYO1D	ARHGEF5	rs146699004	rs720475	1.5390051943585035
VTCN1	CXCL17	rs7529522	rs3760982	3.0830325368880223
ELP6	EIF2B3	rs6796502	rs1707302	0.6055229991394032
MAP3K11	MARK4	rs3903072	rs71338792	2.163670648059698
FKTN	SLC31A1	rs676256	rs1895062	0.39290121818223306
POLR2L	CD81	rs6597981	rs3817198	2.202062066793585
RPL3	PABPC4	rs12628403	rs4233486	2.841231134036903
JAK3	SLC25A12	rs4808801	rs2016394	1.0125795611065609
PRKACA	RPRD2	rs2594714	rs12048493	2.3449018053601938
TNFSF10	MALL	rs58058861	rs71801447	0.7328881064726458
PABPC1	PABPC4	rs514192	rs4233486	3.0672082787375006
IER3IP1	INO80C	rs6507583	rs117618124	0.41998729409682534
GGA1	IGHMBP2	rs738321	rs75915166	1.7075430487895813
GALNT1	PIAS2	rs117618124	rs6507583	2.2037398915441875
PIK3R3	IGF2	rs1707302	rs3817198	3.1475138947931875
SYCE2	SMC1B	rs2594714	rs28512361	4.896806337283931
ZNF710	MYLIP	rs2290203	rs3819405	0.6311325185845328
PKP3	DONSON	rs6597981	rs16992204	1.6466367971787526
C17orf75	GORASP2	rs146699004	rs2016394	3.0543238664356975
RBM24	PPP1R3C	rs3819405	rs140936696	1.7825420342771063
ZBTB7B	TLR1	rs4971059	rs6815814	1.8681340719409185
PLK3	MAFF	rs1707302	rs12628403	2.117297746015307
CASZ1	LCA5	rs616488	rs12207986	0.553726447861072
PHIP	MKLN1	rs12207986	rs4593472	2.316303478113256
SLC27A1	ERCC2	rs4808801	rs71338792	1.9170101307260907
MEGF8	QPCTL	rs3760982	rs71338792	0.3999878991398336
CHIT1	LTF	rs4951011	rs6796502	2.175601947497105
DLX2	DSC1	rs1550623	rs36194942	1.3718279083573561
GSR	SH3BP1	rs9693444	rs738321	1.3499941326423608
UBIAD1	WDR3	rs616488	rs7529522	1.3968670085862693
SEC24A	GOLGA5	rs6596100	rs11627032	2.3673662055123743
INTS9	ERLIN2	rs9693444	rs13365225	1.5074750716563972
PPP1R13B	PSMC1	rs10623258	rs941764	2.60044292686647
ZHX1	SMC3	rs17350191	rs7904519	2.0313926496162633
ZSWIM4	PLAUR	rs2594714	rs3760982	2.41450638814314
FBXO32	RPS6KA5	rs17350191	rs941764	2.3904220116325887
PACS1	FURIN	rs3903072	rs2290203	1.8541796643721562
SNRPD2	SF3B6	rs71338792	rs6725517	4.7454774061361515
KIF26A	PRR5	rs10623258	rs28512361	1.414042515930433
PPARA	KLC1	rs28512361	rs10623258	0.3214188475230806
NGRN	CAP2	rs2290203	rs3819405	1.1836223112405149
FIBP	MVB12A	rs3903072	rs4808801	0.6801362965255489
TLR10	KCNMB1	rs6815814	rs4562056	1.7439913101919071
RNASEH2A	APOBEC3B	rs2594714	rs12628403	2.9434746428887886
CD2	MAF	rs7529522	rs13329835	1.259597386992414
XRCC1	ZNF180	rs3760982	rs71338792	1.5987930219503483
CDCA7	BLM	rs1550623	rs2290203	0.7222391749275117
MARK4	CRTC1	rs71338792	rs4808801	1.2812325702894976
GON4L	VPS45	rs4971059	rs12048493	0.49220128698761956
RHOT1	RAB3A	rs146699004	rs4808801	3.0006680370777863
DCLRE1B	ITGA6	rs11552449	rs1550623	1.4705591343332731
NGRN	VTI1B	rs2290203	rs2588809	0.8255508306955542
DUSP5	NFKBIA	rs7904519	rs2236007	3.009984260418147
MMP2	ANPEP	rs2432539	rs2290203	2.119599802539919
NCAN	RAB3C	rs2965183	rs10472076	0.45598620501941034
SETD2	TAB2	rs6796502	rs9485372	2.365172229178186
BCL3	SLC25A44	rs71338792	rs4971059	0.4463825069502802
SIAH2	ATXN7	rs73006998	rs1053338	2.800710759371929
SAMSN1	LCP2	rs2823093	rs4562056	2.9225206721404895
POLR2F	DNAL4	rs738321	rs12628403	0.6871053165492784
RNH1	SCYL1	rs6597981	rs3903072	0.6479803966065305
MCC	PRICKLE2	rs6882649	rs1053338	2.0591019142971145
PARP12	IFITM3	rs11977670	rs6597981	0.39598802014843526
NCF4	PLVAP	rs738321	rs4808801	1.9709807108719846
PABPC1	SRM	rs514192	rs616488	1.8855853862603305
PCGF5	KLF12	rs140936696	rs6562760	3.5573926038693844
RANBP9	SYNJ1	rs204247	rs16992204	2.16486983797246
SYNJ1	APC	rs16992204	rs6882649	1.58052115131009
SAR1B	ZFP64	rs6596100	rs6122906	0.9292059294340063
MYC	CD3EAP	rs11780156	rs71338792	2.1258888278309516
NASP	TICRR	rs1707302	rs2290203	1.7057551073911117
EIF5	ATP6V1D	rs10623258	rs2588809	2.1541913066985767
SYVN1	GOLGA5	rs3903072	rs11627032	0.8726069079507301
UTP6	PRPF4	rs146699004	rs1895062	4.061877136538875
SLC44A1	KLHL18	rs676256	rs6796502	0.9772458864473792
LPCAT2	ANPEP	rs2432539	rs2290203	1.33687860851639
GPR27	KIF26A	rs6805189	rs10623258	1.8436063953564814
IFT22	CIB1	rs71559437	rs2290203	1.4077724786888102
PRC1	DMC1	rs2290203	rs12628403	2.247794983676979
VASP	KCNN4	rs71338792	rs3760982	1.0940203653112537
ANXA13	KIF12	rs17350191	rs1895062	0.5399836638387754
CDCA5	RNASEH2A	rs3903072	rs2594714	2.3603838745107346
DAP3	BRF2	rs4971059	rs13365225	2.5000123166835735
EIF3A	GPAM	rs11199914	rs7904519	2.0319233413758315
FKTN	SLC7A5	rs676256	rs4496150	0.9344520446530677
FAAH	ANO9	rs1707302	rs6597981	0.6507289534109898
POP5	RNASEH2C	rs206966	rs3903072	3.470385450382673
MTHFD1L	ZNF24	rs2046210	rs117618124	0.7960371235495298
NASP	TRIT1	rs1707302	rs4233486	0.47998547896780036
MT4	SLC10A6	rs2432539	rs10022462	0.41998729409682534
SLC31A2	TNFSF10	rs1895062	rs58058861	0.5528935518597207
PTPN22	RAC2	rs11552449	rs738321	2.384952767755951
NFIX	SALL4	rs2594714	rs6122906	2.005216904879593
BAG5	TRIP11	rs10623258	rs11627032	1.0832925557495185
NDUFA12	HIBADH	rs17356907	rs17156577	1.0582893373062263
MAST1	UNC13A	rs2594714	rs4808801	3.099303969481799
NDUFB1	POLR2L	rs11627032	rs6597981	0.9854991589071773
RAD54L	BUB1	rs1707302	rs71801447	3.24273737659669
CDCA4	TTF2	rs10623258	rs7529522	3.0572372656450137
TARDBP	ZNF207	rs616488	rs146699004	1.2699636842404374
TARS2	SLC25A44	rs12048493	rs4971059	1.9100235636062886
MT2A	POLR2L	rs2432539	rs6597981	1.5770894329375853
CEND1	CHRNB2	rs6597981	rs4971059	0.9838408915298305
PTPN22	DOCK2	rs11552449	rs4562056	1.710923011867305
CXCL17	GABRP	rs3760982	rs4562056	1.2789864001649616
EFNA3	PPM1J	rs4971059	rs11552449	0.5759825747613604
JAG2	BCAM	rs10623258	rs71338792	1.1277227770472185
JAK3	IL2RB	rs4808801	rs738321	2.966540103348864
ATMIN	SETD9	rs13329835	rs62355902	1.0819414604306277
URB1	ATP13A1	rs16992204	rs2965183	0.47998547896780036
RPL18A	RPS24	rs4808801	rs704010	2.6827706889139353
UTP6	DAP3	rs146699004	rs4971059	2.570316614439667
CASP10	CCRL2	rs1830298	rs6796502	1.846459397546088
ZBTB7B	NACC1	rs4971059	rs2594714	3.054723316175919
PRKAB1	PKLR	rs206966	rs4971059	2.594395055759671
TOMM40	DCAF13	rs71338792	rs12546444	1.9701607901086282
RDH11	DCAF5	rs2588809	rs999737	1.5644212323550664
MYO1D	GPHN	rs146699004	rs2588809	1.462104310141672
C19orf57	NR2C2AP	rs2594714	rs2965183	2.0568802443792564
DYNC1I1	ANPEP	rs17268829	rs2290203	2.0627028417746267
TLK1	NIF3L1	rs2016394	rs1830298	0.900959839441164
ASF1B	BLM	rs2594714	rs2290203	3.58676829364689
METAP1D	METTL8	rs1550623	rs2016394	2.8985111248062867
RASA2	SERP1	rs34207738	rs73006998	2.3603787090195114
FOXP1	ZHX2	rs6805189	rs17350191	2.9975405838790965
LGALS1	BCL3	rs738321	rs71338792	2.2519089544239086
RALGAPA1	RC3H2	rs2236007	rs10760444	0.5800943739496944
XRCC1	SART1	rs3760982	rs3903072	1.9524687893390786
GADL1	HAND2	rs12493607	rs6828523	0.589206061512824
KXD1	UPF1	rs4808801	rs2965183	1.7226373530632473
EIF2A	VPS51	rs73006998	rs3903072	1.5942115234687866
PSMB7	PSMC1	rs10760444	rs941764	4.713709103180593
TBC1D1	MBIP	rs6815814	rs2236007	0.9551907296618185
MKNK1	PGD	rs1707302	rs616488	2.30695132240045
MUC5B	RNF183	rs6597981	rs1895062	3.076953032824196
FAAH	LPAR2	rs1707302	rs2965183	1.2445383717259701
PIGH	DCAF5	rs2588809	rs999737	3.0306529243610676
ECM1	ELK3	rs12048493	rs17356907	1.9269071994355553
TSPAN1	MUC1	rs1707302	rs4971059	0.7047427518231826
KLHL42	PIBF1	rs7297051	rs6562760	1.778169251875413
APH1A	HAX1	rs12048493	rs4971059	1.9475688103191748
XRCC1	TOMM40	rs3760982	rs71338792	0.7310036670943827
SMC3	ATAD2	rs7904519	rs17350191	2.0313926496162633
NUP43	ORC2	rs9485372	rs1830298	1.763492655800839
MRPS33	MTERF1	rs11977670	rs6964587	4.148353023465545
CD2	LCP2	rs7529522	rs4562056	3.043407177379622
LRRC2	GPR87	rs6796502	rs73006998	2.1681493452099074
ZNF682	LY96	rs2965183	rs6472903	1.884330685704134
SEC23IP	PRDX3	rs45631563	rs11199914	1.3227381085205592
FOXA3	ANXA13	rs71338792	rs17350191	1.0391009232382162
LHX2	DMRTA2	rs10760444	rs140850326	2.342613463367054
PLA2G1B	SCTR	rs206966	rs4849887	2.57963811332956
RAB3A	PRDX2	rs4808801	rs2594714	1.7728795646420603
POMGNT1	AKNA	rs1707302	rs1895062	0.47998547896780036
GPBP1	APC	rs62355902	rs6882649	1.581187237391544
ADIPOR1	SLC25A44	rs4951011	rs4971059	0.6568805484979402
ADIPOR1	GCAT	rs4951011	rs738321	1.6740820916519767
RBX1	SF3B6	rs6001930	rs6725517	2.4506229052956328
UQCRQ	KRTCAP2	rs6596100	rs4971059	1.0567409094225604
P2RY14	PPM1J	rs73006998	rs11552449	0.7199782184517005
KIF11	CDCA5	rs140936696	rs3903072	3.5032738417410894
FGF3	EOMES	rs75915166	rs4973768	2.310638902064103
PGLS	IRF2BP1	rs4808801	rs71338792	0.9393252528200536
CTSD	POLR2L	rs3817198	rs6597981	1.7196281454969218
LYL1	LGMN	rs2594714	rs11627032	2.0617718595528887
SLC25A17	DYNLL1	rs6001930	rs206966	1.880017392337224
RHOBTB1	CBX7	rs10995201	rs12628403	0.7548503704814222
CALM1	AKTIP	rs941764	rs17817449	2.759256916981277
COX6A1	AKAP1	rs206966	rs2787486	0.47998547896780036
COPG2	FIBP	rs4593472	rs3903072	0.7199782184517005
RHOT1	RBL2	rs146699004	rs17817449	1.274597395393544
EIF3A	SMC3	rs11199914	rs7904519	2.3492060522435434
MOV10	LRRC41	rs11552449	rs1707302	0.4199872940968253
STT3B	DCLRE1B	rs12493607	rs11552449	2.772883485221595
PRPF3	PEX1	rs12048493	rs6964587	1.473900271003927
ORAI2	BET1	rs71559437	rs17268829	2.4680537810209837
SLC31A2	PSMB7	rs1895062	rs10760444	1.687991883160091
SOX13	SASH1	rs4951011	rs9485372	1.887038411123585
NFATC2	FBXL13	rs6122906	rs71559437	0.49844645892810036
ASF1B	KIF2C	rs2594714	rs1707302	2.865579956275079
TRMT61A	IGHMBP2	rs10623258	rs75915166	3.0991703600590848
CAPN1	FARSA	rs3903072	rs2594714	1.8171139957431204
YIF1A	TRMT61A	rs3903072	rs10623258	0.7199782184517005
GOLGA5	EIF2S1	rs11627032	rs2588809	1.412360054898134
YTHDC2	HSPA4	rs6882649	rs6596100	1.315823029739298
BLM	XRCC3	rs2290203	rs10623258	3.7926949275403885
SETDB1	CHD1L	rs12048493	rs12405132	2.9559277043793477
ZNF112	CTTNBP2NL	rs71338792	rs11552449	0.8596996474311289
SF3B4	BANF1	rs12048493	rs3903072	0.6360591285721826
STRADB	HEPACAM2	rs1830298	rs6964587	0.5399836638387754
FOSB	MCL1	rs71338792	rs12048493	1.9938871575618637
CSF2RB	PLD4	rs738321	rs10623258	1.1044588530674622
MRPL36	UQCRQ	rs3215401	rs6596100	1.322861671632783
PPP2CB	DYNLL1	rs9693444	rs206966	1.5098415060180104
ELFN2	LTBP3	rs738321	rs3903072	0.7438347540460566
ST13	GGA1	rs6001930	rs738321	0.6599800335807255
JAG2	PIK3C2B	rs10623258	rs4951011	1.0797254486015717
IL27RA	CD83	rs2594714	rs204247	2.647249134756167
POLR3C	LSM4	rs12405132	rs4808801	1.8644203603758118
APLP2	ATP1A1	rs7107217	rs7529522	1.9833059791165208
SETD9	VTI1B	rs62355902	rs2588809	0.5860516243999233
SNRPD2	RPLP0	rs71338792	rs206966	3.964746769257356
IL6	FOSB	rs7971	rs71338792	2.825765454400468
IL12RB1	LCP2	rs4808801	rs4562056	3.223492610255464
UQCRH	UQCRQ	rs1707302	rs6596100	5.084189382349672
DPM1	THOC7	rs6122906	rs1053338	1.6350594154445548
PEX1	WDR19	rs6964587	rs6815814	3.7594802230836617
MACF1	AHNAK2	rs4233486	rs10623258	2.544059464097982
RPL18A	EIF4EBP1	rs4808801	rs13365225	1.3863678574706475
ZNF333	KLHL12	rs2594714	rs4951011	0.6955337959911178
POLR2J	PEX1	rs71559437	rs6964587	0.6369038086303505
CCDC85B	CITED4	rs3903072	rs4233486	2.0316612408765367
TTK	DCAF13	rs12207986	rs12546444	1.793880437883009
FKBP8	CC2D1A	rs4808801	rs2594714	1.1568571508783336
CCDC130	MAP1S	rs2594714	rs4808801	0.6126495693502603
PROK2	P2RY13	rs6805189	rs73006998	0.826936996622065
IRX5	CELSR1	rs28539243	rs28512361	1.994126183635964
SPARCL1	PLVAP	rs10022462	rs4808801	0.45598620501941034
SLC25A45	PLA2G6	rs3903072	rs738321	1.346211153284173
C18orf25	LEPROTL1	rs6507583	rs9693444	0.5399836638387754
PSMD11	THOC7	rs146699004	rs1053338	1.6766507855864823
XPNPEP3	CBY1	rs6001930	rs12628403	0.3827840941299106
TMEM98	EFEMP2	rs146699004	rs3903072	2.24002071935033
BAG3	PON2	rs11199914	rs17268829	0.8697873054360656
URB1	POLR3A	rs16992204	rs704010	1.590593331425392
TRAK2	MTMR12	rs1830298	rs2012709	0.7199782184517005
ERCC1	TSGA10IP	rs71338792	rs3903072	1.8401115190904989
