gene_name_1	gene_name_2	snp_gene_1	snp_gene_2	weight
ATG13	VPS51	rs71338792	rs139059349	3.323675196054338
FOSB	RASD1	rs11146838	rs16952006	1.0819414604306277
CDC14A	FBXL13	rs55910451	rs4865169	0.5142701560369289
REL	BRAF	rs10623258	rs199501877	2.6714701514449968
SMOC2	RERG	rs289997	rs368032757	0.9256927545480285
ZFPL1	DLGAP4	rs1924553	rs140091	1.0819414604306277
EXOC3	SAMM50	rs7249698	rs11820646	2.2354953203815433
SPARCL1	SNTG1	rs6432241	rs142471995	0.5999818487097505
RMI2	SMC2	rs71386921	rs2290203	0.47998547896780036
NCLN	KLF16	rs368131309	rs8050871	0.9960315779433281
HSPH1	TCP1	rs9619765	rs6756513	1.2219782603293505
NEURL1	FOXP1	rs12048493	rs144079028	2.041351095422806
DRC3	SRR	rs7017073	rs748476	0.7527226039254453
BRD7	TRIM38	rs71338792	rs8082452	2.4600419221380765
JUNB	IL15RA	rs16991615	rs643506	2.8410537016835713
ZNF202	GEMIN5	rs2295389	rs66823261	2.084970761441637
PRKCG	CHGA	rs10022462	rs7297051	2.2203764723373034
STT3B	ASAH1	rs1233480	rs11652463	2.423698900686033
RNF20	TCOF1	rs1963045	rs1697139	1.9282945219871652
ARHGAP1	INTS5	rs803903	rs2012709	0.5399836638387754
MTA2	SDHAF2	rs9619765	rs55910451	2.6266381812927517
KLHL18	SCAP	rs9882792	rs3124765	1.4897363142414917
GFRA2	TNFSF4	rs201462698	rs57275132	1.982212611340481
MRPS28	SNRPE	rs3124765	rs4971059	2.258700107655889
RELA	SF3A1	rs4496150	rs3129984	1.2184944809403482
ZBTB7B	UBE2Q1	rs3815308	rs206966	1.3134422663407341
TPD52	SPAG1	rs13079292	rs2588809	0.47998547896780036
BCL9	YY1AP1	rs7834448	rs73161324	1.6737726284045407
SF3B4	ARFGAP2	rs1937680	rs3903072	0.6479803966065305
PYGL	ADM	rs9379084	rs181337095	2.212756263110428
NMT1	TEFM	rs4594370	rs4562056	2.355586508268
MOSPD3	PEX1	rs72932540	rs7937840	3.432536208371328
SP4	TOMM7	rs1172821	rs34331122	0.7229950693065195
PSMA8	KCNK13	rs151329939	rs187201341	1.6521974893536513
HIC1	IL2RB	rs62485509	rs745570	2.476306990297449
GCDH	ARMC6	rs4971059	rs12920416	0.7199782184517005
PRDX3	CACUL1	rs2432539	rs9485372	1.717576474261071
STAT5B	NF1	rs201462698	rs1154723	1.8619975672137947
SIX5	TNFSF8	rs34507830	rs16991615	0.8114560953229708
ST14	FAM83B	rs745570	rs58685532	0.5999818487097505
SLC35B2	GRN	rs2295389	rs11646723	2.0499734552941065
TAF3	LMTK2	rs377629160	rs4774565	2.308445953715248
CTSK	CCDC88C	rs140783387	rs411624	1.7899499986308782
PSRC1	KIF2C	rs7937840	rs377629160	3.009562756898366
MPZL2	ASGR1	rs199498	rs57968892	0.5399836638387754
MST1R	FAM83B	rs184886	rs58685532	2.2500690965256247
HIP1	CLIP2	rs117758012	rs140091	2.9385454450409663
ASCC2	UQCR10	rs77485526	rs62193398	1.0567409094225604
CDS1	HMGCLL1	rs12962334	rs7971	1.731018224867643
CCR1	ATP8B4	rs13214023	rs6558174	2.145572979981667
TVP23A	NUBP1	rs201177249	rs62061734	0.5999818487097505
APLP2	P4HB	rs3132610	rs77683187	2.1013039281016472
DSC1	ALOXE3	rs2295389	rs16342	2.437773367939163
ZNF628	RREB1	rs6796502	rs72856431	2.7982659527817084
ZNF439	ZNF442	rs28599928	rs67079557	3.0078253573193896
RPS14	RPL26	rs12904134	rs4865169	2.9718562467130267
ZNF112	CDC42BPB	rs1783730	rs71338792	0.608592071492228
FYCO1	SMAD3	rs150537328	rs3829964	1.891704951806931
GTPBP2	UBR2	rs9959491	rs62084913	1.3283655843982387
SETDB1	FMO5	rs28512361	rs738321	1.3978655601683234
TCOF1	MRPL22	rs1697139	rs6815814	1.814127113984322
BHLHA15	SRP19	rs57275132	rs4814894	0.45598620501941034
ARID5B	MBOAT2	rs67397200	rs199501877	0.46884129951993864
TSC22D4	CBX6	rs138672638	rs17598658	3.7837573337404735
ARHGEF15	LCP2	rs62084913	rs10016947	2.331875494977877
PPP1R13L	PFKFB4	rs1172821	rs2714486	1.847087685920223
ADCY2	RAB3C	rs6596100	rs3116813	0.7845597606195605
COX5A	NDUFB6	rs7834448	rs57275132	6.3153452689697485
HAT1	MCM7	rs72856431	rs80199833	3.5563078268069273
OCIAD2	APOE	rs9421352	rs368032757	2.191327064067764
WDFY3	MRAS	rs6796502	rs140035696	0.5399836638387754
RAC3	SF3A2	rs1154723	rs616488	1.5111564515340303
ORC5	MRPS33	rs2594714	rs2253762	2.772923412877287
EFTUD2	PFAS	rs10760444	rs6473252	1.9327587853212762
SALL1	FOXF2	rs4593472	rs16342	2.755257633627385
RNF8	CMTR1	rs34331122	rs11646723	2.0684416177774625
HSPA8	SLBP	rs2295389	rs58685532	2.7788300496195375
GFRA1	RBMS3	rs2045438	rs1415174	1.2755877649067986
CSRP1	EPS8L2	rs8050871	rs250677	1.0223306201166902
CEP162	SASS6	rs68006638	rs185004002	4.316330587635591
CDC27	PPP2CB	rs111342015	rs2787486	1.9047964792388572
CAP1	ARHGAP1	rs9485372	rs803903	2.770979692721583
CD300A	CD300LF	rs12134245	rs4496150	4.231070204662192
PTPN23	CYB5R3	rs67397200	rs6122906	1.713325197056566
RNH1	SRD5A1	rs113410521	rs12920416	1.61676158356663
OSCAR	LILRA1	rs80199833	rs6432241	1.1911387818562318
PSMB1	MRPS36	rs1937680	rs28512361	1.7935419111387212
SAMM50	UBL7	rs11820646	rs201073821	0.7199782184517005
LY6G6D	KRTAP10-4	rs77674461	rs34331122	0.7199782184517005
DTWD1	HELQ	rs17268829	rs199817973	4.1227603955266705
MAP2K5	PRDX3	rs7570	rs2432539	3.1048568484817767
ENSA	STAG3	rs3903072	rs57275132	2.5005932288169834
EIF2D	ENSA	rs113855064	rs3903072	0.4139874756097278
SLC25A32	SEH1L	rs57275132	rs704010	1.2685904820544618
MMACHC	NSUN4	rs6938	rs10832963	1.890724424742662
RPP40	IST1	rs369328859	rs3829964	1.1103809908233013
PRKCQ	FAM83F	rs1519814	rs77928427	2.0537589059191204
MYL4	AQP10	rs7862618	rs62485509	0.23399292099680266
WDR45B	ARHGDIA	rs4702131	rs2901157	0.9244712499312794
PCBP1	EPS15L1	rs57275132	rs375066	0.7747571311922927
ABCB1	LCA5	rs146071273	rs66849333	1.8020199618199673
ESYT3	FOXL2	rs7637701	rs146817970	0.9911108278067946
MAPK13	OVOL1	rs9619765	rs191057893	1.3036604230426077
TRAPPC6A	RPL18A	rs35072154	rs2295389	2.0561552871708937
NFE2L1	CPSF3	rs72314471	rs73161324	1.516732970606399
MAPK13	BTN3A1	rs9619765	rs67500807	1.6569766658576834
FLT3	GAPT	rs61495451	rs3124765	1.0585272590277501
GPR89A	MSTO1	rs11039183	rs62084913	0.47998547896780036
AKR1C3	TBXAS1	rs10832963	rs12483853	3.661451370505013
PGLS	SIN3B	rs35383942	rs77554484	0.9393252528200536
TIPIN	GMPS	rs6818581	rs1962373	1.4685901601216935
PSG6	NFASC	rs3829964	rs142890050	1.2759469804330354
CAPN1	POLR2L	rs16952006	rs368131309	1.7607810065002456
VSTM2A	UNC13A	rs12481286	rs1924553	1.3015609081785882
DSCC1	COX6C	rs71338792	rs11383827	0.8806174245188003
GATA3	RNF152	rs60037937	rs8082452	2.861790383067108
RASSF2	AGBL2	rs72314471	rs9808759	0.40498774787908154
TMEM129	AASDH	rs7768862	rs6878727	1.6850559486269758
SCFD1	SMC3	rs140494697	rs1989796	1.4391896970300402
CEP70	GRAMD1B	rs2295389	rs13066793	0.7276130984640876
CWH43	RDH11	rs2295389	rs7570	3.0750146910424094
BRMS1	TANGO2	rs2965183	rs113167076	1.1081161314760182
ASCC2	YY1AP1	rs77485526	rs73161324	0.7657171568873355
BRCA2	HMGB2	rs8027365	rs3815308	3.7889997824528026
JMJD6	MXD1	rs250677	rs72314471	2.7328911306544326
POLR2L	PSMA1	rs368131309	rs11655740	2.442062667744343
SLC25A10	CHMP6	rs1172821	rs3057314	1.1324002393241368
PSRC1	DEPDC1B	rs7937840	rs1895062	1.7139428830442727
CCR5	DOCK2	rs11652463	rs62061734	2.5181343652218415
CEP41	ORC5	rs111342015	rs2594714	2.697877512523289
TMEM9	SHISA5	rs62485509	rs4593472	1.635367951760867
CYLD	NFKB2	rs187201341	rs368131309	3.4440103348229893
RNF215	GATAD1	rs12918713	rs71557345	0.7199782184517005
FKBP5	NFKBIA	rs111342015	rs7529522	0.9293476784014342
RPL27	PARK7	rs2588809	rs11655740	2.0597062788441707
TRRAP	PEX1	rs140035696	rs7937840	2.1288743072392764
SSR2	FLAD1	rs16342	rs9675999	0.7199782184517005
IL15	IFI35	rs6938	rs1230666	3.6568526023428403
SNAPC5	ENO1	rs140494697	rs4593472	1.6016736122311452
MYCL	FGD6	rs11652463	rs199498	0.5720894187667007
NCF1	CHN2	rs2295389	rs74433033	2.446828339017779
CPNE2	DGKH	rs514192	rs57275132	1.8684379719141597
PITPNA	PHF23	rs217727	rs187408367	0.6762134127691423
CSF1R	CCR1	rs1230666	rs13214023	2.8253531258558353
NELFA	IDUA	rs140035696	rs738321	0.926664732845562
NAGA	PELI3	rs3124765	rs4774565	1.040009708749774
CD300A	LAMB2	rs12134245	rs3124765	1.2568029042920377
GTPBP1	MIEF1	rs67079557	rs6710503	1.1898911401231107
CENPM	ADCY3	rs1855581	rs5780403	0.5519833008129704
MST1	IDUA	rs201681753	rs738321	0.7697617365792613
CAPN1	ARHGDIA	rs16952006	rs2901157	1.679778955318235
MKI67	TTF2	rs12048493	rs6938	0.7294306380859109
MRPS35	MRPL21	rs117911427	rs71338792	4.678592274904231
CD7	SLC12A7	rs2295389	rs9808759	1.0559139753699394
TIMM13	TNPO2	rs2290203	rs117911427	3.956189107293022
ESM1	ITGA2	rs217727	rs7937840	1.5204861737203943
BTBD6	FAM83F	rs77683187	rs77928427	0.7199782184517005
PKLR	GOLGA6A	rs4594370	rs11284646	0.7199782184517005
YIF1A	B4GAT1	rs201073821	rs4763	0.7199782184517005
DNAAF3	TNNI3	rs9959491	rs16952006	0.47998547896780036
SCN4B	ANO1	rs3094146	rs67397200	2.8551534765045243
CDC45	DSN1	rs112056657	rs57275132	2.7930253359828843
NCF1	UNC93B1	rs2295389	rs77688320	2.497698060608705
ANKRD31	TRIP11	rs132289	rs12718945	1.3676487269858284
GPBP1	RPS24	rs57275132	rs6558174	1.6833222016993323
LARP1	LETM1	rs7937840	rs8082452	1.2742964390997438
RALB	MEIS2	rs7297051	rs7249698	1.4279107384683885
TTF2	MCM7	rs6938	rs80199833	1.9299767657825413
SNRPF	TXNDC17	rs28599928	rs9808759	0.7199782184517005
PLXNB1	LRP5	rs72396995	rs184886	2.6784640235968125
BTN3A3	IFITM1	rs10760444	rs7258465	2.5828122106824196
TOPORS	TPR	rs7017073	rs1172821	2.6413745617035627
SP4	CHD1L	rs1172821	rs411624	0.5950678032368453
WBP2NL	GMIP	rs718857	rs16952006	0.8741020902528007
PADI1	CLCA4	rs6597981	rs10623258	0.7199782184517005
SMARCC1	PDCD11	rs71338792	rs3815308	1.8005977964383217
ASIC2	GRM3	rs9379084	rs67079557	1.0109424412084058
CDC42EP1	ARHGEF10L	rs145407011	rs191218575	3.7443313086955454
GALNT15	SIK2	rs505372	rs5776993	1.8805167150530688
RAB25	FOXA1	rs62084913	rs4814894	1.874425710506923
PPARA	EP300	rs10832963	rs201462698	3.2641694317527623
NMT1	NBR1	rs4594370	rs369304377	1.625808666553573
ASCC2	BABAM1	rs77485526	rs745570	3.5063858085745476
DHX58	IFITM1	rs57275132	rs7258465	2.757519539661355
DHPS	PGLS	rs72942597	rs35383942	1.2328643943263204
RNH1	CLUH	rs113410521	rs12920416	0.6479803966065305
DSCC1	SLC25A32	rs71338792	rs57275132	0.5029155914456718
SF3B4	SF3A2	rs1937680	rs616488	4.9856470852014905
ATP1A3	TFR2	rs2594714	rs77198337	3.0169036052058584
CFL1	CORO1B	rs514192	rs4593472	3.720868011197985
NFYC	ATPAF1	rs201073821	rs111780165	0.4499863865323128
YIF1A	UQCR11	rs201073821	rs199867187	0.7199782184517005
ZFP37	KAT2A	rs10832963	rs11655740	2.5686556927922584
SAR1B	SLC22A5	rs77683187	rs643506	1.9580347914821243
MOSPD3	REEP6	rs72932540	rs6940159	3.0489888333452346
NFYC	COQ9	rs201073821	rs375066	0.4499863865323128
MKI67	UBR4	rs12048493	rs745570	0.4499863865323128
CBX1	YOD1	rs138672638	rs7937840	2.4830511728339415
WWOX	GCSH	rs7278690	rs6122906	0.4199872940968253
TSC22D4	MKNK2	rs138672638	rs117911427	1.1365983601990683
RIMS3	KCTD17	rs57275132	rs11977670	1.9583706488330068
RAB3C	UNC13A	rs3116813	rs1924553	3.319621425460586
ERLIN2	ASAH1	rs72314471	rs11652463	2.9412675458835498
GPR37L1	HIPK1	rs1172821	rs3829964	2.456943379688701
PSMG2	IER3IP1	rs4593472	rs2523992	0.5399836638387754
NFIL3	CDKN1A	rs6507583	rs7810893	2.3701730235235803
PDAP1	ARHGDIA	rs72856431	rs2901157	1.931047307012911
POLDIP3	SUN2	rs111342015	rs1172821	2.4996301901956026
ZBTB4	ZNF555	rs187201341	rs10022462	3.8948177199417655
MTA2	SF3B2	rs9619765	rs117698693	1.414663222098397
FGD2	CCR5	rs67500807	rs11652463	2.0274141562566945
EVL	IDH2	rs62084913	rs3853291	0.32399019830326525
RBMS3	SYNPO	rs1415174	rs11264454	0.788502742686505
LCP2	IL2RB	rs10016947	rs745570	2.79443031943892
SMURF1	PEX1	rs7249698	rs7937840	2.17345805112006
GOT1	CPEB3	rs3094146	rs7709328	0.686325392304427
BTRC	PRDM11	rs375066	rs12077974	2.11033645929664
GNB1L	CSNK1G2	rs7529522	rs72856431	2.2947737171711706
PPP6R3	ANKRD13D	rs73077323	rs11410354	1.7096639868411945
EMX2	ID4	rs7249698	rs117911427	2.900275534676342
ZC3H14	SCFD1	rs6940159	rs140494697	1.9681285390137628
DYRK3	PDLIM2	rs71338792	rs738321	1.7699165856293466
LARP1	SRP19	rs7937840	rs4814894	0.32306714930525027
TBC1D1	NOA1	rs6756513	rs3129984	0.8881685016957582
CLCA4	GFAP	rs10623258	rs34331122	0.47998547896780036
ATXN1	IL6R	rs7017073	rs1855581	1.762614636630663
NELFA	CNPY4	rs140035696	rs151329939	1.2385037444366156
UNC45A	VPS51	rs2588809	rs139059349	0.6685512028480076
CHMP6	RPS6KB2	rs3057314	rs9808759	1.3185477730886543
CBY1	CBX7	rs141634179	rs11627032	3.1217571291807267
ABCG1	SSBP2	rs8137282	rs34331122	2.0399415622282517
CLIP2	ATP9A	rs140091	rs11410354	1.7781144325600886
COX15	POLR3A	rs79518236	rs66964413	0.9408334236569846
TBC1D23	KIF20B	rs56168262	rs35072154	1.811850375004192
NCS1	IL5	rs3129984	rs10883710	2.131636903911067
FKTN	ANKLE1	rs117512673	rs2901157	1.302427563500343
PTK7	MDK	rs6796502	rs56278937	2.7274978446080866
DAP3	PABPC1	rs7529522	rs745570	2.4544505551578704
SPARCL1	ATP1B2	rs6432241	rs17356907	0.7027021092850334
NDUFB2	RABIF	rs16342	rs66849333	1.5135803790329916
EIF3H	NOA1	rs1230666	rs3129984	2.9329398631095094
PLAUR	CDKN1A	rs71338792	rs7810893	2.831607500137429
FGF11	SOX15	rs117758012	rs66964413	1.1050212772143881
PTPN23	PML	rs67397200	rs185004002	2.938507156452318
AIP	UBL7	rs4865169	rs201073821	2.185890039371112
JADE2	ULBP1	rs34546498	rs3821902	0.5399836638387754
PDCD11	SMC3	rs3815308	rs1989796	2.2639380347747644
PPARGC1B	CHD9	rs150537328	rs4594370	2.1025115171145137
MAST4	RAPGEF5	rs12904134	rs7709328	1.5563527349289914
TMEM129	MAEA	rs7768862	rs2594714	3.121136690368883
RCOR1	SETD3	rs1514964	rs62048402	2.6012694337563396
