gene_name_1	gene_name_2	snp_gene_1	snp_gene_2	weight
RTCB	UROD	rs73158393	rs4660861	1.7049739613793171
SYNJ1	GBF1	rs2096468	rs1570221	2.2248927535318828
ZFP37	KAT2A	rs803923	rs62065216	2.5686556927922584
SAR1B	SLC22A5	rs62375246	rs10076733	1.9580347914821243
KIF19	GPR4	rs9904181	rs72626215	0.2799915293978835
KRTAP4-4	KRT33A	rs34727469	rs62065216	5.185505010605825
RBMS3	SYNPO	rs13073544	rs353233	0.788502742686505
RWDD1	TMEM126A	rs674621	rs11234554	0.5399836638387754
PPIL6	RSPH4A	rs2806356	rs674621	0.5999818487097505
EEF1E1	TMEM126A	rs11243202	rs11234554	0.2519923764580952
EEF1E1	LAMTOR5	rs11243202	rs629619	2.5027639661263588
RPS8	RPL38	rs4660861	rs9904181	3.1601445515942665
ATR	NF1	rs7650602	rs8080772	2.4873121500554176
DONSON	ATAD5	rs2096468	rs8080772	3.6909388865832167
PSMD3	EIF3B	rs34727469	rs798565	1.7768908420008636
CDC20	CDC6	rs10890311	rs34727469	3.6701166734160187
EXOC3L2	GP9	rs72626215	rs2955083	0.35998910922585026
ERAP1	CX3CL1	rs153916	rs8044657	2.14472487161631
UTP15	NPM1	rs34651	rs12519165	3.8518171691505336
XRCC5	WIPF2	rs2571445	rs34727469	2.6587125019696307
NFKB2	SMPD2	rs1570221	rs2806356	2.145954726858501
DNAJC7	STARD3	rs62065216	rs34727469	0.46720592901174296
RHOT1	MSL1	rs1973252	rs34727469	2.2473432615497537
WDR61	MYO9A	rs55676755	rs2119568	1.5317063848215517
BECN1	IFNAR1	rs62065216	rs2096468	2.287842862819261
GM2A	SLC31A1	rs979453	rs803923	1.5940159997363421
HDAC4	AGFG1	rs12612507	rs16825267	1.4043253630413421
GABARAPL2	ARL2BP	rs4888379	rs8044657	2.275412787976917
KRT33B	KRTAP4-9	rs62065216	rs34727469	3.1347661010212207
PSMD7	SLC38A7	rs4888379	rs12926803	1.5487425072868413
CIITA	IRF1	rs56134392	rs10076733	3.3538988182488128
CDC27	ZNF207	rs12373142	rs1973252	2.8236454961351694
ERGIC1	ATOX1	rs12519165	rs979453	1.7653655570892726
RRAGC	NAGLU	rs76841360	rs62065216	0.6706301108264745
CD3EAP	NOLC1	rs72626215	rs1570221	2.054389024990122
SLC30A10	TMED3	rs11118406	rs28534575	1.2884421458584494
TNKS	ANKRD17	rs330937	rs4585380	1.9215736038801374
PSMD3	NT5C3B	rs34727469	rs62065216	3.961766148431592
OPTN	CRLF3	rs7068966	rs8080772	2.4164754692417105
IPO13	RRAGC	rs10890311	rs76841360	2.1715833234369284
RBM22	ERAP1	rs353233	rs153916	1.4357658451999107
PNPO	TUBG1	rs12373142	rs62065216	0.6799794285377172
ERAP1	HERC6	rs153916	rs7671261	1.7847994300323407
UTP6	KAT6B	rs8080772	rs2579762	2.1261711936779233
PPT1	RNF220	rs76841360	rs10890311	1.9876243667361477
MIS18A	RMI2	rs2096468	rs56134392	0.47998547896780036
PSMD11	TUBG1	rs1973252	rs62065216	2.11766924940869
ZNF655	RBMS3	rs2897075	rs13073544	2.260026040816496
TRPM7	ERCC6L2	rs4774574	rs10760580	0.5759825747613604
NASP	DMAP1	rs4660861	rs10890311	3.331158190956878
KRT28	LY6G6D	rs34727469	rs4143333	0.5999818487097505
RAB17	RARB	rs72983853	rs1529672	1.0347496591322043
HAVCR2	ATP8B4	rs10866659	rs4774574	1.0876852238702177
CD53	SPARCL1	rs629619	rs7671261	0.47998547896780036
CSF1R	ATP8B4	rs353233	rs4774574	2.0214737541060894
SYNJ1	SECISBP2L	rs2096468	rs72731149	1.6412043712871527
ERI1	PPP1R3B	rs9329170	rs330937	1.3677311894729556
KPNB1	MSL1	rs12373142	rs34727469	2.560129798704848
PPIF	MRPS16	rs1902661	rs11594905	1.810307061884243
KRTAP16-1	KRT39	rs62065216	rs34727469	5.185505010605825
NDUFS4	PDHB	rs1551943	rs62259026	1.0193228326480204
WNK4	ACKR3	rs62065216	rs72983853	2.4385555388552183
PDE6A	ACSBG1	rs1975340	rs55676755	0.8812328148333066
LAMTOR4	SNX8	rs2897075	rs798565	2.1509224701778096
FBLIM1	CBLC	rs9435731	rs72626215	0.900959839441164
DNAJA4	COPZ2	rs55676755	rs12373142	0.4499863865323128
EPHA2	SH3PXD2B	rs9435731	rs12519165	2.010834607745109
FKBP15	ATG7	rs803923	rs2442776	1.2052676868739152
THRA	MLX	rs34727469	rs62065216	3.6705930640815305
PARVA	MACC1	rs4757118	rs2040732	0.4027101438989614
ADGRG3	OLIG1	rs8044657	rs2096468	2.4666250606719036
SEC24A	GOLGA5	rs62375246	rs35584079	2.3673662055123743
VDAC2	CPSF2	rs2579762	rs72699855	1.427532612824982
PPARG	EREG	rs11707641	rs4585380	3.488751082572488
ELOVL1	UROD	rs10890311	rs4660861	2.8024072618124984
ATR	ERCC6L2	rs7650602	rs10760580	2.9131220383657785
DONSON	KDM4A	rs2096468	rs10890311	2.5108667284181294
MICAL1	LRRFIP1	rs2806356	rs13410025	0.6507394431969244
SOX4	VGLL4	rs13198656	rs2442776	2.4401167482646238
RAB5C	GNB2	rs62065216	rs2897075	1.1570981163373313
DLG5	CDC42EP4	rs721917	rs11655567	2.79523070325344
TMIGD3	IBSP	rs629619	rs7671261	1.1512162768710876
KCNMA1	PLAU	rs721917	rs11594905	1.4507430785208473
HSPA4	TCOF1	rs10076733	rs353233	0.45598620501941034
RTCB	DDX1	rs73158393	rs10929386	1.9960918690726344
CLINT1	DDX46	rs10866659	rs62375246	0.7199782184517005
UTP6	PRPF4	rs8080772	rs803923	4.061877136538875
SEC61A1	GLG1	rs2955083	rs4888379	1.8932088571503922
RPL26L1	RPL22L1	rs12519165	rs11721111	0.5399836638387754
UBE2F	COPS8	rs62191105	rs72983853	3.3190326848026963
TRAPPC6A	PCYOX1L	rs72626215	rs35684381	2.6576383999451902
LRCH4	LDB1	rs2897075	rs1570221	1.0536056203526405
NASP	TRIT1	rs4660861	rs76841360	0.47998547896780036
SLC22A5	MAST2	rs10076733	rs4660861	1.1700021106896341
MLKL	PARP14	rs4888379	rs4093840	2.091167977528042
HACD2	MBD4	rs4093840	rs2955083	3.220677098017093
CDK5RAP3	MUTYH	rs12373142	rs4660861	2.799928327471168
WDR61	HYKK	rs55676755	rs28534575	2.023900385054246
KATNB1	ATP13A2	rs8044657	rs9435731	2.2732931336723734
SNX3	GOPC	rs2806356	rs674621	3.655409251521167
HOXB9	LBX1	rs12373142	rs1570221	0.9071120235812911
P4HA2	RPN1	rs10076733	rs2955083	3.32358734759021
RPS14	CSNK1A1	rs353233	rs35684381	1.986816141302774
CSF1	ZMIZ1	rs629619	rs1902661	2.925757392293513
CTRB1	RFX6	rs4888379	rs674621	0.3708978701114821
IPO13	PNPO	rs10890311	rs12373142	0.7199782184517005
NEUROD2	KRT31	rs34727469	rs62065216	1.4594341738138459
TRPM7	BTBD1	rs4774574	rs10152300	0.45598620501941034
DNASE1L3	MYCL	rs62259026	rs76841360	0.6604940741712445
COG1	TUBG2	rs11655567	rs62065216	1.9843597119953031
SEC24A	COPG1	rs62375246	rs2955083	3.9630457141734894
CHST5	MOGAT3	rs4888379	rs2897075	1.6840157684232517
NPM1	RPL32	rs12519165	rs11707641	2.297872346288889
CCL22	DNASE1L3	rs8044657	rs62259026	1.7929728176210138
KRT35	KRTAP4-11	rs62065216	rs34727469	4.884220218593447
EML2	COPG1	rs72626215	rs2955083	1.082745074433862
KPNB1	WIPF2	rs12373142	rs34727469	2.2355425811227647
EBF1	ARHGEF3	rs11465228	rs62259026	1.0819414604306277
PELO	PSMD11	rs1551943	rs1973252	2.764062701703151
PLK3	DUSP1	rs4660861	rs12519165	2.315314387766443
SPARC	CELF2	rs979453	rs7068966	1.4696752202723544
SEC24C	BTRC	rs11594905	rs1570221	1.1618766171571313
WHAMM	PSMA4	rs10152300	rs28534575	1.052531691631145
NPNT	BCAM	rs34712979	rs72626215	1.9179588470818407
FBLIM1	CIITA	rs9435731	rs56134392	0.7242010635587199
NGLY1	APPL1	rs11712723	rs62259026	0.4926166757827425
SLC38A7	ATP6V0B	rs12926803	rs10890311	2.821733033476094
FBN1	RBMS3	rs72731149	rs13073544	1.266388345937472
KAT2A	SOX30	rs62065216	rs10866659	2.415774492012228
SMARCE1	VPS25	rs34727469	rs62065216	2.2878824056455827
SLMAP	STK38L	rs62259026	rs11049386	0.9462052446885301
TRPM7	MYO9A	rs4774574	rs2119568	0.35998910922585026
TEAD1	FCHO2	rs4757118	rs34651	1.2085419622504174
PPT1	FBXW11	rs76841360	rs12519165	2.6122961326640217
CSF1	ERAP1	rs629619	rs153916	2.3322247349494307
KIF3A	TTC37	rs10076733	rs153916	0.629980941145238
CEP152	TRIP11	rs72731149	rs72699855	3.3608118197442605
LAMTOR4	CUTA	rs2897075	rs9273404	1.9251695293659101
MYLK	PF4	rs4093840	rs4585380	2.010265468478653
UTP6	DNAJC7	rs8080772	rs62065216	0.5999818487097505
RAB17	GRB7	rs72983853	rs34727469	2.4283418805117334
ELAVL2	PDLIM4	rs156394	rs10076733	0.39598802014843526
BNC1	ADGRG6	rs4523894	rs9403391	1.1808973813610728
INTS12	USP38	rs34712979	rs6537279	2.294563772695333
ORMDL3	SLC39A7	rs34727469	rs9273404	2.5555566607073588
ASIC2	ACTL6B	rs1973252	rs2897075	1.3888897893292518
RAMP1	TIMP3	rs13410025	rs73158393	2.5489128485979218
SEC62	UPF2	rs11721111	rs7068966	3.2330936749140036
KRTAP1-1	KRT19	rs34727469	rs62065216	2.9104762454505817
FBN1	NTN4	rs72731149	rs7307510	2.6797713670416314
URB1	POLR3A	rs2096468	rs721917	1.590593331425392
MAD1L1	STK10	rs798565	rs12519165	2.2547865331562686
PPBP	GP9	rs4585380	rs2955083	2.8015114220193835
HSPA1A	ATAT1	rs2070600	rs2284174	1.0123457402498157
KRT20	PPARG	rs34727469	rs11707641	1.3992225291648432
AOC3	APOE	rs62065216	rs72626215	1.7356241403592558
TNP1	HDGFL1	rs2571445	rs13198656	2.425655630829906
KRTAP16-1	KRTAP4-3	rs62065216	rs34727469	1.3297483976344362
ERI3	TRIP6	rs10890311	rs2897075	1.454284123500409
MCM2	XRCC5	rs2955083	rs2571445	2.7836680973453856
UQCRQ	CSNK1A1	rs10076733	rs35684381	1.001904150830472
TNXB	ADAMTSL3	rs2070600	rs4523894	4.06821179736322
FZD4	FAM107A	rs117261012	rs62259026	2.762201762406165
TEAD1	PKDCC	rs4757118	rs12466981	2.008698091824569
POLL	IL4	rs1570221	rs10076733	1.9331208079570161
KCNA2	HPCAL4	rs629619	rs76841360	1.0717954635637497
UTP15	TOE1	rs34651	rs4660861	2.729502086975918
KCNMA1	GHDC	rs721917	rs62065216	1.0130314722446547
ELK3	IL17RD	rs7307510	rs62259026	1.9892244030620152
RBM15	ZBTB24	rs629619	rs2806356	2.908465151120182
PPBP	PADI4	rs4585380	rs9435731	0.5949819999705025
RELB	HIVEP2	rs72626215	rs9403391	1.8674015772163104
IPO13	SUFU	rs10890311	rs1570221	2.0047282626842495
FANCC	MCM7	rs10760580	rs2897075	3.668058847335467
PLAU	GPR68	rs11594905	rs72699855	1.7597716911999335
PPP1R1B	ADCY5	rs34727469	rs4093840	2.7701693733034563
SDHB	TMEM126A	rs9435731	rs11234554	0.5399836638387754
PPP1R13L	FLNB	rs72626215	rs62259026	1.0819414604306277
CUTA	GHDC	rs9273404	rs62065216	1.5841801872832808
PPP1R37	ZBTB17	rs72626215	rs9435731	1.8732253988824066
KLHL8	USP38	rs7671261	rs6537279	5.244253393645968
NUDT1	SNRPD2	rs798565	rs72626215	2.2991028166457865
TRIM8	TSC22D4	rs1570221	rs2897075	3.2169989893386326
CXCL5	TNIP1	rs4585380	rs979453	2.2077605550698474
NR2C1	CEP83	rs60129850	rs4762172	0.5039847529161904
RELB	PLEKHM2	rs72626215	rs9435731	0.8606668179451313
NTN4	CECR2	rs7307510	rs2542334	1.3686732221962248
CX3CL1	LARP6	rs8044657	rs1441358	2.5421861218786317
SEC24C	RAB5C	rs11594905	rs62065216	3.4814176207395517
ACTL6B	SSTR2	rs2897075	rs11655567	0.8182566964151279
ACSBG1	OLIG1	rs55676755	rs2096468	1.3018735054300563
DDX46	XRCC5	rs62375246	rs2571445	1.8820559435448638
GALNT13	ERAP2	rs72902175	rs153916	1.8346737705206724
PSME3	KPNB1	rs62065216	rs12373142	2.4899366338811797
PADI3	FAT2	rs9435731	rs979453	0.7199782184517005
EPHA2	PRSS23	rs9435731	rs117261012	1.2143028626173176
PELO	GRPEL2	rs1551943	rs35684381	2.164985639644389
SLC6A7	MOGAT3	rs353233	rs2897075	0.41998729409682534
SP2	EIF1	rs12373142	rs62065216	2.8213786800225877
UTP15	TCOF1	rs34651	rs353233	2.457362817264575
AFF4	USP38	rs10076733	rs6537279	1.9857966753080158
IQSEC1	AFF1	rs11707641	rs7671261	0.6228240321481973
TBX5	PLXNC1	rs7958945	rs4762172	2.5278740567290017
SEC24A	DCTN4	rs62375246	rs353233	4.491203329760348
SZT2	HECTD3	rs10890311	rs4660861	0.5399836638387754
CDC27	XRN1	rs12373142	rs7650602	3.293988430420403
RNF135	FBXW4	rs8080772	rs1570221	2.2568422707909095
GOSR2	GOLGA5	rs12373142	rs35584079	3.183980909235797
UTP15	PSMD11	rs34651	rs1973252	2.624876048671229
DNAJB8	PRM2	rs2955083	rs56134392	0.4499863865323128
FAM107A	NDRG4	rs62259026	rs12926803	2.22499709748828
ZNF112	CELF2	rs72626215	rs7068966	2.329191168831804
TMIGD3	FAM107A	rs629619	rs62259026	1.8885497806309979
KRTAP17-1	LY6G6D	rs62065216	rs4143333	0.7199782184517005
LY86	FGD6	rs1294421	rs7307510	0.5720894187667007
UTP6	GART	rs8080772	rs2096468	2.1475097614680845
MACF1	NBAS	rs76841360	rs10929386	1.6457196179875175
P4HA2	GLG1	rs10076733	rs4888379	0.7199782184517005
CIAPIN1	GINS3	rs8044657	rs12926803	1.0567409094225604
KRT32	KRTAP2-3	rs62065216	rs34727469	5.056690762102277
KPNB1	DNAJC7	rs12373142	rs62065216	0.7000555652010112
KCNA2	SLC6A1	rs629619	rs2442776	3.5718891352821327
CSF1R	ADAP2	rs353233	rs8080772	2.401031698954849
AFF4	UBE2B	rs10076733	rs62375246	2.029280684103123
RCC2	EIF3B	rs9435731	rs798565	0.6119131578307967
FKBP10	FBN1	rs62065216	rs72731149	1.7735583691424914
AKIRIN1	FBXW11	rs76841360	rs12519165	2.214587321654609
DDX46	TOP2B	rs62375246	rs11712723	2.403987552233126
MUTYH	COPRS	rs4660861	rs8080772	1.9805501756909645
SLC25A36	XRCC5	rs7650602	rs2571445	1.4100762976563141
PPARGC1B	FAT2	rs1975340	rs979453	0.4319869310710203
MRPL10	NPM1	rs12373142	rs12519165	1.915661578153597
RWDD1	ARMC2	rs674621	rs2806356	0.7199782184517005
REPS1	SESN1	rs646695	rs2806356	0.629980941145238
PPT1	EIF2B3	rs76841360	rs4660861	1.8848238191924955
AKIRIN1	WDR77	rs76841360	rs629619	1.9410216389582218
THSD4	SLC1A1	rs2119568	rs10114763	0.5505715788160063
NDUFS5	RPL38	rs76841360	rs9904181	2.1772768056166445
IPO13	USP38	rs10890311	rs6537279	0.7199782184517005
SEC61A1	CDC6	rs2955083	rs34727469	0.4811392902153191
TSEN2	GART	rs11707641	rs2096468	2.1475097614680845
SUZ12	NBAS	rs8080772	rs10929386	1.9798564423673533
STAT5B	AP3M1	rs62065216	rs11594905	0.5684038566723951
B4GALT2	MMACHC	rs10890311	rs4660861	2.278155170349281
GOT2	WDR59	rs12926803	rs4888379	0.739636797595068
KPNB1	CPSF2	rs12373142	rs72699855	3.287301536416291
TIMP3	FBLN5	rs73158393	rs72699855	1.486044319935648
GLG1	LGMN	rs4888379	rs35584079	1.7807400670777986
COX18	COQ9	rs4585380	rs8044657	0.7199782184517005
ATP6V1G1	OSTM1	rs803923	rs2806356	1.5391656241951517
MORF4L1	COX7A2L	rs28534575	rs12466981	2.389001300011602
RIOK2	THG1L	rs153916	rs10866659	2.2601626988782226
GPR150	CCR10	rs153916	rs62065216	2.294468283776911
KRTAP9-7	LY6G6D	rs62065216	rs4143333	0.7199782184517005
KRT27	KRT34	rs34727469	rs62065216	5.056690762102278
FBLIM1	RAMP2	rs9435731	rs62065216	1.6712947463703467
WNT5A	EPGN	rs17759204	rs4585380	3.575020513237607
COPG1	RNF7	rs2955083	rs7650602	0.6479803966065305
PSMD7	CCDC113	rs4888379	rs12926803	0.6047817034994284
NDUFS5	PSME3	rs76841360	rs62065216	0.8117720504900432
DPH2	URB1	rs10890311	rs2096468	1.7648160811223013
RPL26L1	RPL32	rs12519165	rs11707641	2.5903339329584973
ELAVL2	AP3B2	rs156394	rs7181169	0.5399836638387754
TMEM170A	KATNB1	rs4888379	rs8044657	2.1605331415106717
SLC22A5	GLRX	rs10076733	rs153916	0.982223213101693
ADAT1	CSNK2A2	rs4888379	rs12926803	1.3964351409226707
COX7A2L	RPS17	rs12466981	rs7181169	1.8581158611826463
AZGP1	GSTM4	rs2897075	rs629619	0.8959967551637029
ACHE	SPARCL1	rs2897075	rs7671261	1.6809380247091739
SLC30A10	EPS8L3	rs11118406	rs629619	1.9221286312657488
ZNF367	MCM7	rs10760580	rs2897075	1.1746184752121787
CD53	F13A1	rs629619	rs1294421	2.9076492655384163
IGFBP4	STAT5A	rs34727469	rs62065216	1.971174059785945
CSF1	NFKB2	rs629619	rs1570221	2.6828729589314073
HOMER2	UBE2F	rs10152300	rs62191105	0.4319869310710203
LNPEP	PPM1K	rs153916	rs7671261	2.1987647720488663
HSD17B1	CLDN15	rs62065216	rs2897075	0.629980941145238
RAMP2	EXOC3L2	rs62065216	rs72626215	1.7820986460732255
HLA-DRB1	HSPA1A	rs9273404	rs2070600	3.1621856443938414
TCF7	ITPR3	rs62375246	rs9273404	1.8041187892487485
RPS14	RPL32	rs353233	rs11707641	2.840988316925504
UTP6	ZNF207	rs8080772	rs1973252	2.3451611689683194
TEAD1	EPHA2	rs4757118	rs9435731	2.4251424936020194
AP1S1	BCAR1	rs2897075	rs4888379	1.8865957545577816
HOXB4	UBL4B	rs12373142	rs629619	1.5334128279440433
MEPE	CAMK2A	rs7671261	rs353233	1.6140854391128172
MYLK	BCAM	rs4093840	rs72626215	0.9610793582516051
EPHA2	THSD4	rs9435731	rs2119568	1.367158124944005
OXER1	KCNA10	rs12466981	rs629619	0.5399836638387754
PTPRF	SH3PXD2B	rs10890311	rs12519165	1.071788470788792
TEAD1	EVI2B	rs4757118	rs8080772	1.4904310895728181
CD74	CIITA	rs353233	rs56134392	3.3944707684805246
KPNB1	GART	rs12373142	rs2096468	1.1608977605814674
ZNHIT1	NOLC1	rs2897075	rs1570221	1.5664418128642514
BTRC	PDIA5	rs1570221	rs4093840	1.910497614947263
PADI2	CSF1R	rs9435731	rs353233	2.5133808438785623
KRTAP17-1	KRT39	rs62065216	rs34727469	5.185505010605825
BTF3	PABPC4	rs34651	rs76841360	2.352583492879047
RPL26L1	EBNA1BP2	rs12519165	rs10890311	3.5716764047040623
USB1	RFWD3	rs12926803	rs4888379	2.2545322296153767
ADK	DLG5	rs11594905	rs721917	0.2907604343747252
PRRT1	HLA-DRB1	rs2070600	rs9273404	1.4964414094324314
SSR1	PDIA5	rs1334576	rs4093840	0.8707962359429201
PPARGC1B	GM2A	rs1975340	rs979453	0.5997262368495322
PICALM	RAB5C	rs11234554	rs62065216	3.026178238372591
IRF1	ERAP2	rs10076733	rs153916	1.6933884807595312
PRDX1	IARS2	rs4660861	rs11118406	0.7613838468972388
ACLY	CRLF3	rs62065216	rs8080772	1.1046173404791688
CXCL8	CSF3	rs4585380	rs34727469	2.9270669975586046
SLC6A1	ACTL6B	rs2442776	rs2897075	1.3896812616685874
AREG	DUSP1	rs4585380	rs12519165	2.192441176349879
HMG20A	BTBD1	rs55676755	rs10152300	0.729140074466565
NPM1	THG1L	rs12519165	rs10866659	2.389638360631495
IPO13	ACTR1A	rs10890311	rs1570221	2.8948993848607163
ADAT1	USB1	rs4888379	rs12926803	4.388024291096176
SDK1	SOBP	rs798565	rs2806356	1.1483522823897319
UNC79	SLC7A14	rs35584079	rs11721111	1.8510403357657377
TRAPPC3L	PF4V1	rs674621	rs4585380	1.059299751898458
HSD17B13	CYP3A4	rs7671261	rs2897075	0.5865993497634941
ZNF367	RFWD3	rs10760580	rs4888379	0.6611864480409391
PLAU	DSE	rs11594905	rs674621	0.7487283513714637
SEC63	SSR1	rs2806356	rs1334576	4.460949626127185
KRT14	SPINK5	rs62065216	rs10037493	2.766388875217144
UBE2F	MFF	rs62191105	rs16825267	0.5699827562742629
DHX58	TAP1	rs62065216	rs9273404	0.8319398362265368
SZT2	TESK2	rs10890311	rs4660861	1.3489473624760557
CXCL5	EPS8L3	rs4585380	rs629619	2.1355615685231903
KRTAP9-7	KRT39	rs62065216	rs34727469	5.185505010605825
CD74	HLA-DRB1	rs353233	rs9273404	3.9555921400543737
SIX5	BCAR1	rs72626215	rs4888379	0.9408186612440241
DDX39B	TUBB	rs4143333	rs2284174	2.2550226267047133
WIPF2	SNX11	rs34727469	rs12373142	0.7199782184517005
KCNA2	NYAP1	rs629619	rs2897075	1.7278927274347313
UTP15	PSME3	rs34651	rs62065216	2.47326095624262
PVR	EML4	rs72626215	rs12466981	0.9116261594907219
UNC79	SPARC	rs35584079	rs979453	1.5875322517913462
HMG20A	MYO9A	rs55676755	rs2119568	1.222363708377586
ACHE	BCAR1	rs2897075	rs4888379	1.6438948852858868
SEC24C	NT5C2	rs11594905	rs1570221	0.5759825747613604
SLC25A36	CCDC14	rs7650602	rs4093840	0.32399019830326525
KCNA2	SLC6A7	rs629619	rs353233	3.1166338807771505
ZNF367	CDC6	rs10760580	rs34727469	2.631231019517071
PSMD7	NDRG4	rs4888379	rs12926803	1.8139578636512195
MLX	SMARCE1	rs62065216	rs34727469	3.0123965790972678
KRTAP1-1	CDX1	rs34727469	rs353233	1.090821094829437
ATP6V1E1	PER2	rs9617650	rs62191105	1.4961339378452796
KRTAP9-9	LY6G6D	rs62065216	rs4143333	0.7199782184517005
RAB5C	ELOVL1	rs62065216	rs10890311	0.6479803966065305
RASGRF1	OMG	rs28534575	rs8080772	1.545061570596109
CBLC	KRT19	rs72626215	rs62065216	0.7786286481767147
PPIF	GLIS3	rs1902661	rs10114763	1.9034485116979911
SPARCL1	IGFBP5	rs7671261	rs2571445	1.1922274596444256
SPARC	NDST1	rs979453	rs353233	0.314990470572619
KPNB1	ZNF207	rs12373142	rs1973252	3.2404425440401123
SH3GL3	LINGO1	rs4523894	rs55676755	2.4430901180706055
RPL26L1	PSMA4	rs12519165	rs28534575	1.445218089883915
CLINT1	DCTN4	rs10866659	rs353233	3.031261040044691
CFAP70	RSPH4A	rs11594905	rs674621	2.818179108754752
WDR61	PLEKHM2	rs55676755	rs9435731	2.0314645108378855
ATAD5	CDC20	rs8080772	rs10890311	2.4556952408171764
AP4E1	IREB2	rs4774574	rs28534575	1.5655256570846068
IDH3A	BTBD1	rs55676755	rs10152300	0.9625243440554381
IL17RD	CX3CL1	rs62259026	rs8044657	2.6989364397692333
SNRPD2	RPS24	rs72626215	rs721917	3.8909106142277676
DONSON	YWHAH	rs2096468	rs73158393	1.9350871516506039
GREM2	HSPB7	rs11579382	rs9435731	1.4716030815965642
LINGO1	SLC6A7	rs55676755	rs353233	0.5399836638387754
ECD	PDE12	rs11594905	rs62259026	2.9399087863320497
SP6	TBX3	rs12373142	rs7958945	2.281721651323668
PSMD11	GOSR2	rs1973252	rs12373142	2.930716013690373
ARL2BP	TMEM170A	rs8044657	rs4888379	0.5399836638387754
