gene_name_1	gene_name_2	snp_gene_1	snp_gene_2	weight
S100A13	PRPF3	rs535153283	rs35665093	0.4319869310710203
KPNB1	EME1	rs10468514	rs56308324	3.0150586341267855
SMARCC2	ESYT1	rs3024971	rs705699	0.5399836638387754
SPRR1B	KRT16	rs115813648	rs3764354	3.420876500621848
KAT2A	RPL27	rs35142265	rs11658582	1.7588147040744702
IL4R	IL15RA	rs75763833	rs12722547	3.1853764922971335
SKP1	SDHC	rs72799426	rs2070901	1.1806379199383015
GPR183	SLC2A5	rs4772189	rs10864360	2.4308934795040513
PRTN3	S100A12	rs892225	rs535153283	3.4353410842323537
KAT2A	MTERF4	rs35142265	rs12469459	1.8584600206195105
RPL4	VPS51	rs28617673	rs10791824	2.2774549277232348
HTR7	BVES	rs7918084	rs35342892	1.2095961406685465
SNAPC2	RNF126	rs2918300	rs892225	2.061511519736761
SLC29A2	MVD	rs10791824	rs61584523	0.4329212519426143
THRA	MLX	rs140907835	rs11658582	3.6705930640815305
CDK2	TCF3	rs705699	rs892225	2.4535812915439044
ADM	KISS1R	rs7936275	rs892225	2.9472445927753115
NEUROD4	PAX3	rs62623446	rs6755248	2.3623353969107206
CDCA5	FAAP24	rs10791824	rs117710327	3.044422904476697
SUCO	DENND4B	rs78037977	rs535153283	0.9981049879085062
SCNM1	TPM3	rs35665093	rs535153283	0.5999818487097505
EEFSEC	SF3B4	rs2999076	rs35665093	3.2674371300788216
RDH12	SPRR2G	rs2208397	rs535153283	1.0325995330126527
CNP	CDH19	rs35142265	rs12964116	2.1227219796872885
RPL31	HNRNPA1	rs13022699	rs62623446	2.9888444232769635
COPZ1	SDHC	rs62623446	rs2070901	0.7199782184517005
TNFAIP8L2	GPR18	rs35665093	rs4772189	1.6021247293651695
C11orf74	SLAMF6	rs10836538	rs2070901	0.5641434758126103
HOXC6	HOXB4	rs62623446	rs78625142	2.090899244746792
MRPL9	SNAPIN	rs55875222	rs535153283	1.0845768222915917
HMGA1	STAT3	rs62407927	rs11658582	2.6535250619095985
PAN2	POLR3H	rs3024971	rs9611573	3.025291384245954
MBD6	CS	rs17547610	rs3024971	1.6850559486269758
ZNF121	DDX6	rs2918300	rs12365699	2.6413037552467036
RBX1	UQCR11	rs9611573	rs892225	1.2280617777191436
ABCB5	CA14	rs10244416	rs35665093	1.2083502967050017
IL21R	SLAMF6	rs75763833	rs2070901	2.404534672135416
RPN1	OS9	rs2999076	rs17547610	3.1361678229026912
RAB35	KDM2B	rs11065286	rs1696390	1.0867044777123056
GPX4	NAB2	rs892225	rs17547610	0.8524427393345282
MUC16	KRT19	rs2918300	rs3152	1.0540811965248156
MKNK2	CEBPG	rs892225	rs117710327	1.8796855521338633
TIPIN	CDC6	rs28617673	rs140907835	4.534642874259086
SPRR3	CA6	rs115813648	rs10864360	1.0468770889933883
GMPS	PTGES3	rs13097957	rs3024971	1.7093596998521388
CHADL	MAP3K11	rs9611573	rs10791824	0.8655531683445021
RDH12	LCE3A	rs2208397	rs1199156	1.072364142184274
USP21	ARNT	rs2070901	rs35665093	2.42074606296145
FARSB	CS	rs6755248	rs3024971	1.5644212323550664
NABP2	PA2G4	rs3024971	rs705699	2.446415387291264
KIDINS220	EIF4G2	rs13416555	rs7936275	1.789446758694226
VPS45	SLC39A1	rs35665093	rs535153283	2.056711484184153
POP5	RNASEH2C	rs1696390	rs10791824	3.470385450382673
CLEC4M	LYVE1	rs2918300	rs7936275	1.4646224563125942
TOP2A	BAZ1A	rs140907835	rs17103286	2.1466730544086747
TSKU	TNS4	rs7106446	rs140907835	1.7418200503786807
DUSP12	SF3B4	rs2070901	rs35665093	2.251941037214528
RNF26	SPPL3	rs497916	rs1696390	2.158003575938797
PDE1B	ARHGAP9	rs62623446	rs17547610	1.6304827115428115
MRPL10	MLEC	rs78625142	rs1696390	0.7199782184517005
BTG2	IL10RA	rs12023876	rs12365699	2.481850160944036
COQ5	SMUG1	rs1696390	rs62623446	2.334620770198966
DRAP1	HMGA1	rs10791824	rs62407927	3.3585736109020394
RORC	MPZL2	rs55875222	rs12365699	0.8129789892119745
KRTAP9-4	KRT33B	rs12600751	rs112037479	4.714126035360027
SCN2B	AGAP2	rs12365699	rs17547610	2.1048542371979284
KRTAP9-8	KRT31	rs12600751	rs112037479	5.056690762102277
TP63	IVL	rs55661102	rs115813648	1.6956570487724243
CCNL1	MCL1	rs13097957	rs35665093	1.8116074235463495
HOXA13	GATA2	rs78823938	rs2999076	2.2843497367132164
P4HA2	RPN1	rs7713065	rs2999076	3.32358734759021
CCNL1	RPN1	rs13097957	rs2999076	2.6750252850914507
LRRC32	MRVI1	rs61892804	rs7936275	2.1061759927121457
CAPN10	THAP4	rs141343442	rs12469459	1.1527835470154657
LRFN4	PIEZO1	rs10791824	rs61584523	2.013198738448854
ELANE	RETN	rs892225	rs2918300	1.400028435413472
MRPS2	COASY	rs117137535	rs11658582	2.7942953451940014
ITPKA	SHROOM1	rs1965139	rs7713065	0.5999818487097505
PRIM1	PASK	rs17547610	rs12469459	1.840790092765216
GTF2A2	CHP1	rs34986765	rs1965139	1.3800406244340049
MRPS2	RPUSD2	rs117137535	rs1965139	3.163841221851654
B4GALT3	ILF2	rs2070901	rs535153283	0.41998729409682534
PIP5K1A	TOB2	rs35665093	rs9611573	0.730760047443462
JTB	RAB11A	rs535153283	rs28617673	2.3712164573670735
FECH	RNF14	rs115515961	rs249677	1.149062317730606
TESPA1	CD84	rs62623446	rs2070901	1.174649061012668
IL4	IL1RL1	rs7713065	rs17775170	2.5090092783942497
CTSS	TMEM106A	rs35665093	rs11658582	1.9435033039254845
GAMT	TM7SF2	rs892225	rs10791824	1.8672937680798307
NCSTN	RPRD2	rs2070901	rs35665093	2.4780784078229123
MBD3	RAB43	rs892225	rs2999076	1.5037428599913418
TBKBP1	DENND4B	rs10468514	rs535153283	1.0819414604306277
SEC61A1	EVI5L	rs2999076	rs2918300	2.317310548239516
PTPN7	PRKCQ	rs12023876	rs10737105	1.9564642510775763
BSG	CD320	rs892225	rs2918300	1.3352080576525842
CBL	MSL1	rs497916	rs140907835	1.883629607660047
BLOC1S1	MYL6	rs705699	rs3024971	1.8939446440785452
RPS15	RPS27	rs892225	rs535153283	3.69790983730159
REEP5	SLC25A46	rs306106	rs7730817	1.924992900160489
CD248	ADAMTS4	rs10791824	rs2070901	0.41998729409682534
NUBP1	CIITA	rs11648656	rs17804800	0.7272550155636748
TWISTNB	WDR36	rs10262599	rs7730817	1.7351927251913366
BLOC1S1	RPS15	rs705699	rs892225	2.9755499108979113
KRT35	KRTAP4-11	rs112037479	rs76144645	4.884220218593447
NFE2L1	CHAC1	rs78625142	rs1965139	2.280534635757152
GPR35	GCNT3	rs141343442	rs34986765	0.47998547896780036
CALML5	FLG2	rs12722547	rs61816761	1.2351345270994127
EPN3	XYLT2	rs28406364	rs56308324	0.5399836638387754
KPNB1	WIPF2	rs10468514	rs140907835	2.2355425811227647
OVOL1	KRT16	rs10791824	rs3764354	2.6543937606019776
ITGA5	S100A6	rs62623446	rs535153283	2.066375379818016
CD3D	SKAP1	rs12365699	rs78625142	2.616901709290281
LCE1A	KRT24	rs72702900	rs140907835	4.6093377872051775
WNT3	C1orf68	rs1044977	rs72702900	1.0433047030751637
PTGES3	MBD6	rs3024971	rs17547610	1.6609388226663016
TIMELESS	PRIM1	rs3024971	rs17547610	3.0739474677569216
NR1I3	ARNT	rs2070901	rs35665093	2.8400487286042733
SLC7A10	KLB	rs117710327	rs75983064	0.35998910922585026
TPD52	EGLN3	rs4739738	rs17103286	0.3199903193118669
CDC42SE1	S100A11	rs35665093	rs71625139	1.4438669240934736
FCRLB	KRT34	rs2070901	rs112037479	0.41998729409682534
SMARCE1	VPS25	rs140907835	rs11658582	2.2878824056455827
LACRT	FLG2	rs62623446	rs61816761	2.2975933099534336
HOXA2	HOXB8	rs78823938	rs78625142	0.8114560953229708
SIRT4	CALCOCO1	rs11065286	rs62623446	2.104690091880174
TAF3	RBM17	rs7894791	rs12722547	2.3735884851260907
SYVN1	COPG1	rs10791824	rs2999076	2.2033836506509905
SNU13	BANF1	rs9611573	rs10791824	1.7634907446018189
DNM3	ABCG4	rs78037977	rs497916	1.9076322013276137
SMARCC2	EZH1	rs3024971	rs11658582	4.535811506636952
SLC25A17	DYNLL1	rs9611573	rs1696390	1.880017392337224
PARK7	NSMCE1	rs10864360	rs8052566	2.9188250622123846
BECN1	SLC25A46	rs11658582	rs7730817	3.2872118233155714
PSMB4	SNAPIN	rs55875222	rs535153283	1.9627573537009873
FLG2	IVL	rs61816761	rs115813648	2.5186501370829832
DEDD	RELA	rs2070901	rs10791824	1.8708750500078626
S100A7	KRT9	rs535153283	rs3764354	2.125519236020514
GPX4	BLOC1S1	rs892225	rs705699	1.3826197089725627
TNFRSF9	TBX21	rs10864360	rs10468514	1.1512246230314789
PRIM1	FARSB	rs17547610	rs6755248	3.0613212303290727
CAMSAP3	ONECUT2	rs2918300	rs115515961	1.5044251508110995
CAPN5	TMPRSS4	rs6592657	rs12365699	1.4209598566760289
NET1	CIT	rs12722547	rs11065286	1.1624442698645745
CTU2	THAP4	rs61584523	rs12469459	1.5546853869572672
COPA	VPS72	rs2070901	rs35665093	0.7263915176621056
SEC61A1	MLEC	rs2999076	rs1696390	2.4689815118494343
SEC61A1	GMPS	rs2999076	rs13097957	0.5549832100565192
BNIP2	RPUSD2	rs34986765	rs1965139	0.6183677320177428
GCN1	ABCA7	rs11065286	rs892225	2.113968612047299
SF3B4	BANF1	rs35665093	rs10791824	0.6360591285721826
MRPL27	DHX8	rs56308324	rs11658582	3.9318794070757823
RFX5	WDR5	rs55875222	rs117137535	1.8235605033137916
SPTBN2	RAMP2	rs10791824	rs11658582	2.502174669683074
ID2	SPTBN2	rs13416555	rs10791824	1.5194189274352121
RPLP0	RPL41	rs11065286	rs705699	2.726470528567696
COX6A1	PFDN2	rs11065286	rs2070901	0.47998547896780036
PTPRK	IL10RA	rs529876593	rs12365699	2.6076430807860502
WDFY1	HDLBP	rs6755248	rs12469459	0.8304320428642631
ELAVL2	PDLIM4	rs274943	rs7713065	0.39598802014843526
SLC15A1	LCE1D	rs4772189	rs72702900	0.29999092435487523
KCNE4	THY1	rs6755248	rs497916	2.506057736147402
PEX19	MLX	rs2070901	rs11658582	0.4429811582888576
PALM	JUP	rs892225	rs150597587	1.2678416102136711
ETV4	NAB2	rs11658582	rs17547610	3.1707704184173418
HYOU1	SLC35B1	rs497916	rs56308324	1.7408870488959969
C2	CD209	rs1799964	rs2918300	2.688155816400498
BRMS1	SDHC	rs10791824	rs2070901	0.870866423702164
MTRF1	UBE2Z	rs912425	rs78625142	1.8290255651450562
RNF146	SDHC	rs6918558	rs2070901	1.382401265249639
RTF1	RFC1	rs1965139	rs75983064	2.0926670951286486
HOXB8	HOXA7	rs78625142	rs78823938	3.7921815686228886
CFL2	KLHL5	rs17103286	rs75983064	0.5399836638387754
ANKRD6	TLR1	rs6908626	rs5743597	1.038026776880292
THRA	RXRA	rs140907835	rs117137535	3.658649771064785
KRT13	SPRR1B	rs3152	rs115813648	4.300358210105965
RPL27	RPL9	rs11658582	rs75983064	2.9336144888547153
KRTAP1-1	KRT19	rs75097049	rs3152	2.9104762454505817
LCE3D	S100A7	rs1199156	rs535153283	3.3548854373104984
ABI3	CD274	rs56308324	rs12379291	0.7471500704828198
PA2G4	ATF7	rs705699	rs62623446	2.772450792591019
MYL6	SRP14	rs3024971	rs1965139	0.47998547896780036
ARL4D	B4GAT1	rs11658582	rs10791824	0.7199782184517005
CHIT1	NFE2	rs12023876	rs62623446	1.0067979333659034
DENND4B	KDM2B	rs535153283	rs1696390	0.6682579608542112
HSPA1A	ATAT1	rs1799964	rs34853064	1.0123457402498157
EIF1	RPL27	rs143669790	rs11658582	1.697814565527363
PRIM1	RMI2	rs17547610	rs6498169	2.327371642411847
KRTAP16-1	KRTAP4-3	rs145835664	rs76144645	1.3297483976344362
IGFBP4	FMOD	rs140907835	rs12023876	1.2014801137634428
GOSR2	SLC35B1	rs1044977	rs56308324	2.815630745192851
ZWILCH	CENPM	rs28617673	rs9611573	0.5399836638387754
B4GALNT1	TNFSF4	rs17547610	rs11811856	0.7196896259293363
CD48	CD209	rs2070901	rs2918300	1.7816897649117487
SCNM1	SGSM3	rs35665093	rs9611573	0.5142701560369289
DLX3	GATA3	rs56308324	rs7894791	2.0062473224350383
ORMDL2	VPS25	rs705699	rs11658582	1.8484283186267585
BRCA1	CENPL	rs11658582	rs11811856	0.4848832899776758
ADCY7	PLCB2	rs2066844	rs1965139	2.885673364802445
GMPS	MCM2	rs13097957	rs2999076	1.6834308848964195
PPOX	PSMD4	rs2070901	rs35665093	2.2287840668676573
POGZ	TRA2A	rs55875222	rs6954667	2.3470450717082807
CYBA	TRAPPC4	rs61584523	rs497916	1.5848663418539854
TLR6	ECM1	rs75983064	rs35665093	2.2403227710736062
PIP5K1A	GATAD2B	rs35665093	rs535153283	1.5439250887383362
MAP2K1	HMCES	rs28617673	rs2999076	2.484478037045691
HOXA2	HOXB3	rs78823938	rs78625142	2.4062602858555113
LCE2B	LCE3D	rs72702900	rs1199156	2.6841178493825972
CD48	LYVE1	rs2070901	rs7936275	1.4917330390543175
CBL	WIPF2	rs497916	rs140907835	2.3444783567009075
DHX8	XRCC6	rs11658582	rs9611573	1.9958231870854
CELF3	KIF5A	rs55875222	rs17547610	0.7778035722891383
KRT13	DCD	rs3152	rs62623446	0.5399836638387754
TPM3	SPPL3	rs535153283	rs1696390	0.37498865544359405
PLEK2	ABCC3	rs2208397	rs28406364	0.46284314043323604
SETDB1	SNAPIN	rs35665093	rs535153283	1.8659232694137216
FCN1	RETN	rs117137535	rs2918300	2.0823395909426745
CHTOP	EIF1	rs535153283	rs143669790	2.082770715807779
CLNS1A	RUVBL1	rs6592657	rs2999076	3.878130724330741
LPP	KIAA1109	rs55661102	rs62324212	0.41998729409682534
KRT13	SPRR2D	rs3152	rs115813648	4.1192149239879345
SNX27	PSMD4	rs55875222	rs35665093	0.8967675507802098
DRAP1	PFDN2	rs10791824	rs2070901	2.1567579478168355
BRCA1	CASP8AP2	rs11658582	rs6908626	2.955529597978855
BANF1	UBP1	rs10791824	rs79337446	1.8258027560728298
HOXA1	HOXC5	rs78823938	rs62623446	2.082270272531098
CUTA	GHDC	rs62407927	rs35142265	1.5841801872832808
PACS1	MBD6	rs10791824	rs17547610	0.5399836638387754
KIAA1109	ZBTB37	rs62324212	rs11811856	0.7212943069537517
RPS10	HNRNPA1	rs62407927	rs62623446	2.7732515706886938
KAT5	SGSM3	rs10791824	rs9611573	1.7304213279197591
PDCD6IP	GPD1L	rs79337446	rs9828592	1.776350138378199
AKR1C4	APOA2	rs12722547	rs2070901	2.9618622253537605
GPNMB	S100A4	rs6954667	rs535153283	2.1545807446232965
